"Spectra International Data File"
"[Scan Data (Pressures in mbar)]"
"Time"	"Mass 2"	"Mass 8"	"Mass 4"	"Mass 12"	"Mass 40"	"Mass 44"	"CirrusPressure"		
"01.07.2024 15:58:28.063"	9.3433e-011	-8.5173e-014	3.9132e-012	7.9588e-014	2.5250e-011	2.3645e-014	8.7554e-006	
"01.07.2024 15:58:28.347"	9.4459e-011	-8.7532e-014	3.8599e-012	7.1890e-014	2.5611e-011	2.2472e-014	8.7554e-006	
"01.07.2024 15:58:28.630"	9.5389e-011	-8.4655e-014	3.8339e-012	7.4246e-014	2.6197e-011	1.9242e-014	8.7554e-006	
"01.07.2024 15:58:28.914"	9.3378e-011	-8.5727e-014	3.9142e-012	7.6706e-014	2.5254e-011	2.2290e-014	8.7554e-006	
"01.07.2024 15:58:29.197"	9.4422e-011	-8.5728e-014	3.8763e-012	7.8397e-014	2.5546e-011	2.1764e-014	8.7577e-006	
"01.07.2024 15:58:29.480"	9.5293e-011	-8.7303e-014	3.8349e-012	7.9003e-014	2.6135e-011	2.1194e-014	8.7577e-006	
"01.07.2024 15:58:29.764"	9.3238e-011	-8.9090e-014	3.9137e-012	7.7690e-014	2.5297e-011	2.1347e-014	8.7577e-006	
"01.07.2024 15:58:30.047"	9.4326e-011	-8.5477e-014	3.9178e-012	7.9486e-014	2.5493e-011	2.3440e-014	8.7569e-006	
"01.07.2024 15:58:30.331"	9.5257e-011	-8.3252e-014	3.8297e-012	7.8114e-014	2.6088e-011	1.9062e-014	8.7569e-006	
"01.07.2024 15:58:30.614"	9.3121e-011	-8.5636e-014	3.9055e-012	7.7122e-014	2.5398e-011	2.3421e-014	8.7569e-006	
"01.07.2024 15:58:30.898"	9.4127e-011	-8.7046e-014	3.9316e-012	7.7902e-014	2.5464e-011	2.2814e-014	8.7569e-006	
"01.07.2024 15:58:31.181"	9.5192e-011	-8.5160e-014	3.8175e-012	7.4589e-014	2.6024e-011	2.0930e-014	8.7595e-006	
