Sourcefile	20240228 160541 RI_Tuana_CO_20240602.qmp
Exporttime	28.02.2024 04:07:06.165 

Start Time	28.02.2024 04:05:54.540 
End Time	28.02.2024 04:06:50.810 

		H2			He			Ar			CO	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	
28.02.2024 04:05:54.540 	0.000	6.413473e-007	28.02.2024 04:05:54.590 	0.050	1.176856e-008	28.02.2024 04:05:54.640 	0.100	4.972652e-012	28.02.2024 04:05:54.689 	0.150	4.228215e-011
28.02.2024 04:05:54.739 	0.200	6.413823e-007	28.02.2024 04:05:54.790 	0.250	1.177802e-008	28.02.2024 04:05:54.840 	0.300	4.900319e-012	28.02.2024 04:05:54.890 	0.351	4.206012e-011
28.02.2024 04:05:54.941 	0.401	6.413051e-007	28.02.2024 04:05:54.990 	0.450	1.176940e-008	28.02.2024 04:05:55.040 	0.500	4.722242e-012	28.02.2024 04:05:55.089 	0.550	4.301933e-011
28.02.2024 04:05:55.139 	0.600	6.411082e-007	28.02.2024 04:05:55.190 	0.650	1.176809e-008	28.02.2024 04:05:55.240 	0.700	5.145450e-012	28.02.2024 04:05:55.290 	0.751	4.193749e-011
28.02.2024 04:05:55.341 	0.801	6.407575e-007	28.02.2024 04:05:55.391 	0.851	1.177039e-008	28.02.2024 04:05:55.440 	0.901	5.058639e-012	28.02.2024 04:05:55.490 	0.951	4.292263e-011
28.02.2024 04:05:55.542 	1.002	6.407734e-007	28.02.2024 04:05:55.592 	1.052	1.175917e-008	28.02.2024 04:05:55.641 	1.102	4.953593e-012	28.02.2024 04:05:55.692 	1.152	4.284077e-011
28.02.2024 04:05:55.742 	1.202	6.406598e-007	28.02.2024 04:05:55.792 	1.253	1.175360e-008	28.02.2024 04:05:55.842 	1.303	4.890100e-012	28.02.2024 04:05:55.891 	1.352	4.234433e-011
28.02.2024 04:05:55.942 	1.402	6.405191e-007	28.02.2024 04:05:55.992 	1.452	1.175337e-008	28.02.2024 04:05:56.042 	1.503	5.130397e-012	28.02.2024 04:05:56.093 	1.553	4.269525e-011
28.02.2024 04:05:56.143 	1.603	6.403613e-007	28.02.2024 04:05:56.192 	1.653	1.173704e-008	28.02.2024 04:05:56.242 	1.703	5.000962e-012	28.02.2024 04:05:56.293 	1.753	4.250090e-011
28.02.2024 04:05:56.344 	1.804	6.399164e-007	28.02.2024 04:05:56.393 	1.854	1.174216e-008	28.02.2024 04:05:56.444 	1.904	4.924049e-012	28.02.2024 04:05:56.494 	1.954	4.252366e-011
28.02.2024 04:05:56.544 	2.004	6.396556e-007	28.02.2024 04:05:56.593 	2.054	1.172056e-008	28.02.2024 04:05:56.643 	2.104	5.079081e-012	28.02.2024 04:05:56.694 	2.154	4.302350e-011
28.02.2024 04:05:56.744 	2.205	6.397967e-007	28.02.2024 04:05:56.794 	2.255	1.172308e-008	28.02.2024 04:05:56.845 	2.305	5.110792e-012	28.02.2024 04:05:56.895 	2.355	4.332293e-011
