Sourcefile	20240228 115646 RI_Tuana_CO_20240602.qmp
Exporttime	28.02.2024 11:58:16.981 

Start Time	28.02.2024 11:57:12.776 
End Time	28.02.2024 11:57:53.951 

		H2			He			Ar			CO	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	
28.02.2024 11:57:12.776 	0.000	6.171177e-007	28.02.2024 11:57:12.825 	0.050	1.647074e-008	28.02.2024 11:57:12.876 	0.100	1.849911e-009	28.02.2024 11:57:12.925 	0.149	2.337764e-008
28.02.2024 11:57:12.975 	0.199	6.223125e-007	28.02.2024 11:57:13.025 	0.250	1.678038e-008	28.02.2024 11:57:13.075 	0.300	2.077990e-009	28.02.2024 11:57:13.126 	0.350	2.581652e-008
28.02.2024 11:57:13.176 	0.401	6.343266e-007	28.02.2024 11:57:13.226 	0.451	1.718098e-008	28.02.2024 11:57:13.277 	0.501	2.228612e-009	28.02.2024 11:57:13.327 	0.551	2.749794e-008
28.02.2024 11:57:13.377 	0.602	6.465678e-007	28.02.2024 11:57:13.427 	0.652	1.755654e-008	28.02.2024 11:57:13.478 	0.702	2.327303e-009	28.02.2024 11:57:13.528 	0.752	2.860960e-008
28.02.2024 11:57:13.577 	0.802	6.562860e-007	28.02.2024 11:57:13.628 	0.852	1.783307e-008	28.02.2024 11:57:13.678 	0.902	2.395075e-009	28.02.2024 11:57:13.728 	0.952	2.938118e-008
28.02.2024 11:57:13.777 	1.002	6.637707e-007	28.02.2024 11:57:13.829 	1.053	1.804855e-008	28.02.2024 11:57:13.879 	1.103	2.446924e-009	28.02.2024 11:57:13.928 	1.153	2.988792e-008
28.02.2024 11:57:13.978 	1.203	6.691192e-007	28.02.2024 11:57:14.029 	1.253	1.817635e-008	28.02.2024 11:57:14.079 	1.303	2.478543e-009	28.02.2024 11:57:14.128 	1.353	3.023366e-008
28.02.2024 11:57:14.179 	1.404	6.721196e-007	28.02.2024 11:57:14.230 	1.454	1.827867e-008	28.02.2024 11:57:14.280 	1.504	2.497810e-009	28.02.2024 11:57:14.329 	1.554	3.048323e-008
28.02.2024 11:57:14.380 	1.604	6.742509e-007	28.02.2024 11:57:14.430 	1.654	1.832827e-008	28.02.2024 11:57:14.480 	1.704	2.513238e-009	28.02.2024 11:57:14.529 	1.754	3.062445e-008
28.02.2024 11:57:14.581 	1.805	6.760110e-007	28.02.2024 11:57:14.631 	1.855	1.837665e-008	28.02.2024 11:57:14.680 	1.905	2.522860e-009	28.02.2024 11:57:14.729 	1.954	3.073892e-008
