Sourcefile	20240228 120204 RI_Tuana_CO_20240602.qmp
Exporttime	28.02.2024 12:03:36.615 

Start Time	28.02.2024 12:02:18.433 
End Time	28.02.2024 12:02:59.288 

		H2			He			Ar			CO	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	
28.02.2024 12:02:18.432 	0.000	6.893160e-007	28.02.2024 12:02:18.482 	0.050	1.955729e-008	28.02.2024 12:02:18.533 	0.100	1.358527e-011	28.02.2024 12:02:18.583 	0.150	1.975225e-010
28.02.2024 12:02:18.632 	0.200	6.885454e-007	28.02.2024 12:02:18.682 	0.250	1.954439e-008	28.02.2024 12:02:18.733 	0.300	1.221104e-011	28.02.2024 12:02:18.784 	0.351	1.787229e-010
28.02.2024 12:02:18.833 	0.401	6.879805e-007	28.02.2024 12:02:18.883 	0.451	1.952013e-008	28.02.2024 12:02:18.934 	0.501	1.093578e-011	28.02.2024 12:02:18.984 	0.551	1.587734e-010
28.02.2024 12:02:19.033 	0.601	6.878890e-007	28.02.2024 12:02:19.084 	0.651	1.951265e-008	28.02.2024 12:02:19.135 	0.702	8.919880e-012	28.02.2024 12:02:19.184 	0.752	1.451921e-010
28.02.2024 12:02:19.234 	0.802	6.876907e-007	28.02.2024 12:02:19.285 	0.852	1.950952e-008	28.02.2024 12:02:19.336 	0.903	8.423155e-012	28.02.2024 12:02:19.385 	0.953	1.327127e-010
28.02.2024 12:02:19.436 	1.003	6.872939e-007	28.02.2024 12:02:19.486 	1.053	1.948366e-008	28.02.2024 12:02:19.536 	1.103	8.802266e-012	28.02.2024 12:02:19.585 	1.153	1.210360e-010
28.02.2024 12:02:19.637 	1.204	6.872255e-007	28.02.2024 12:02:19.687 	1.254	1.949441e-008	28.02.2024 12:02:19.736 	1.304	8.118798e-012	28.02.2024 12:02:19.786 	1.354	1.099400e-010
28.02.2024 12:02:19.837 	1.404	6.869200e-007	28.02.2024 12:02:19.887 	1.454	1.946313e-008	28.02.2024 12:02:19.938 	1.506	7.394039e-012	28.02.2024 12:02:19.989 	1.556	1.023067e-010
28.02.2024 12:02:20.040 	1.607	6.867674e-007	28.02.2024 12:02:20.089 	1.657	1.947168e-008	28.02.2024 12:02:20.140 	1.707	6.872857e-012	28.02.2024 12:02:20.190 	1.757	9.605590e-011
28.02.2024 12:02:20.240 	1.807	6.863708e-007	28.02.2024 12:02:20.289 	1.857	1.944581e-008	28.02.2024 12:02:20.341 	1.908	6.576715e-012	28.02.2024 12:02:20.391 	1.958	8.915731e-011
28.02.2024 12:02:20.440 	2.008	6.859357e-007	28.02.2024 12:02:20.490 	2.058	1.942780e-008	28.02.2024 12:02:20.541 	2.108	6.204302e-012	28.02.2024 12:02:20.591 	2.158	8.409993e-011
28.02.2024 12:02:20.640 	2.208	6.856306e-007	28.02.2024 12:02:20.690 	2.258	1.943871e-008	28.02.2024 12:02:20.741 	2.308	6.053375e-012	28.02.2024 12:02:20.791 	2.358	7.925621e-011
28.02.2024 12:02:20.840 	2.408	6.856688e-007	28.02.2024 12:02:20.890 	2.458	1.944527e-008	28.02.2024 12:02:20.942 	2.509	5.557624e-012	28.02.2024 12:02:20.992 	2.559	7.456583e-011
28.02.2024 12:02:21.041 	2.609	6.854092e-007	28.02.2024 12:02:21.091 	2.659	1.943253e-008	28.02.2024 12:02:21.142 	2.709	5.373779e-012	28.02.2024 12:02:21.192 	2.759	7.125036e-011
28.02.2024 12:02:21.241 	2.809	6.848599e-007	28.02.2024 12:02:21.292 	2.859	1.942017e-008	28.02.2024 12:02:21.342 	2.909	5.466426e-012	28.02.2024 12:02:21.392 	2.959	6.851911e-011
28.02.2024 12:02:21.441 	3.009	6.853710e-007	28.02.2024 12:02:21.491 	3.059	1.942246e-008	28.02.2024 12:02:21.543 	3.110	5.183907e-012	28.02.2024 12:02:21.592 	3.160	6.529714e-011
28.02.2024 12:02:21.642 	3.210	6.852872e-007	28.02.2024 12:02:21.694 	3.261	1.940850e-008	28.02.2024 12:02:21.744 	3.311	4.727391e-012	28.02.2024 12:02:21.793 	3.361	6.312718e-011
28.02.2024 12:02:21.843 	3.411	6.853024e-007	28.02.2024 12:02:21.895 	3.462	1.941079e-008	28.02.2024 12:02:21.944 	3.512	4.950289e-012	28.02.2024 12:02:21.994 	3.562	5.959598e-011
28.02.2024 12:02:22.045 	3.612	6.851957e-007	28.02.2024 12:02:22.096 	3.663	1.939675e-008	28.02.2024 12:02:22.145 	3.713	4.739074e-012	28.02.2024 12:02:22.195 	3.763	5.877741e-011
28.02.2024 12:02:22.246 	3.813	6.846158e-007	28.02.2024 12:02:22.296 	3.863	1.940575e-008	28.02.2024 12:02:22.344 	3.912	4.560021e-012	28.02.2024 12:02:22.394 	3.962	5.726133e-011
28.02.2024 12:02:22.446 	4.013	6.842189e-007	28.02.2024 12:02:22.496 	4.063	1.938469e-008	28.02.2024 12:02:22.545 	4.113	4.455233e-012	28.02.2024 12:02:22.595 	4.163	5.477177e-011
28.02.2024 12:02:22.646 	4.213	6.842265e-007	28.02.2024 12:02:22.696 	4.263	1.939133e-008	28.02.2024 12:02:22.745 	4.313	4.488210e-012	28.02.2024 12:02:22.797 	4.364	5.335147e-011
28.02.2024 12:02:22.847 	4.414	6.844019e-007	28.02.2024 12:02:22.896 	4.464	1.938713e-008	28.02.2024 12:02:22.946 	4.514	4.393182e-012	28.02.2024 12:02:22.998 	4.565	5.253059e-011
28.02.2024 12:02:23.048 	4.615	6.840357e-007	28.02.2024 12:02:23.097 	4.665	1.936615e-008	28.02.2024 12:02:23.148 	4.715	4.164319e-012	28.02.2024 12:02:23.198 	4.765	5.121712e-011
28.02.2024 12:02:23.248 	4.815	6.838068e-007	28.02.2024 12:02:23.297 	4.865	1.937904e-008	28.02.2024 12:02:23.349 	4.916	4.276440e-012	28.02.2024 12:02:23.399 	4.966	4.949584e-011
28.02.2024 12:02:23.448 	5.016	6.835016e-007	28.02.2024 12:02:23.498 	5.066	1.936058e-008	28.02.2024 12:02:23.549 	5.116	4.190744e-012	28.02.2024 12:02:23.599 	5.166	4.906002e-011
28.02.2024 12:02:23.648 	5.216	6.828987e-007	28.02.2024 12:02:23.698 	5.266	1.936111e-008	28.02.2024 12:02:23.749 	5.316	4.059020e-012	28.02.2024 12:02:23.799 	5.366	4.755556e-011
28.02.2024 12:02:23.848 	5.416	6.832724e-007	28.02.2024 12:02:23.898 	5.466	1.935623e-008	28.02.2024 12:02:23.954 	5.522	3.774228e-012	28.02.2024 12:02:24.005 	5.572	4.748809e-011
28.02.2024 12:02:24.055 	5.622	6.831889e-007	28.02.2024 12:02:24.105 	5.673	1.936371e-008	28.02.2024 12:02:24.160 	5.728	3.579111e-012	28.02.2024 12:02:24.210 	5.778	4.605185e-011
28.02.2024 12:02:24.261 	5.828	6.826088e-007	28.02.2024 12:02:24.312 	5.879	1.935524e-008	28.02.2024 12:02:24.361 	5.929	4.001550e-012	28.02.2024 12:02:24.412 	5.979	4.670637e-011
28.02.2024 12:02:24.462 	6.029	6.824945e-007	28.02.2024 12:02:24.512 	6.079	1.934822e-008	28.02.2024 12:02:24.567 	6.134	3.716083e-012	28.02.2024 12:02:24.616 	6.184	4.445794e-011
28.02.2024 12:02:24.666 	6.234	6.820977e-007	28.02.2024 12:02:24.717 	6.284	1.934158e-008	28.02.2024 12:02:24.767 	6.334	4.023630e-012	28.02.2024 12:02:24.816 	6.384	4.429909e-011
28.02.2024 12:02:24.866 	6.434	6.839443e-007	28.02.2024 12:02:24.918 	6.485	1.934333e-008	28.02.2024 12:02:24.968 	6.535	3.999961e-012	28.02.2024 12:02:25.017 	6.585	4.378930e-011
28.02.2024 12:02:25.068 	6.635	6.837338e-007	28.02.2024 12:02:25.118 	6.685	1.932677e-008	28.02.2024 12:02:25.168 	6.736	3.876793e-012	28.02.2024 12:02:25.218 	6.786	4.223728e-011
28.02.2024 12:02:25.269 	6.836	6.838682e-007	28.02.2024 12:02:25.319 	6.886	1.933669e-008	28.02.2024 12:02:25.368 	6.936	3.831758e-012	28.02.2024 12:02:25.418 	6.986	4.296415e-011
28.02.2024 12:02:25.469 	7.036	6.840123e-007	28.02.2024 12:02:25.520 	7.087	1.934601e-008	28.02.2024 12:02:25.575 	7.142	3.487266e-012	28.02.2024 12:02:25.625 	7.193	4.164868e-011
28.02.2024 12:02:25.676 	7.243	6.838085e-007	28.02.2024 12:02:25.726 	7.293	1.934646e-008	28.02.2024 12:02:25.776 	7.343	3.961634e-012	28.02.2024 12:02:25.825 	7.393	4.091251e-011
28.02.2024 12:02:25.875 	7.443	6.833760e-007	28.02.2024 12:02:25.926 	7.493	1.932899e-008	28.02.2024 12:02:25.976 	7.543	3.810068e-012	28.02.2024 12:02:26.025 	7.593	4.093540e-011
28.02.2024 12:02:26.077 	7.644	6.832521e-007	28.02.2024 12:02:26.127 	7.694	1.932075e-008	28.02.2024 12:02:26.176 	7.744	3.783131e-012	28.02.2024 12:02:26.226 	7.794	4.037136e-011
28.02.2024 12:02:26.278 	7.845	6.832843e-007	28.02.2024 12:02:26.327 	7.894	1.930678e-008	28.02.2024 12:02:26.382 	7.949	3.336414e-012	28.02.2024 12:02:26.432 	7.999	4.023640e-011
28.02.2024 12:02:26.482 	8.050	6.830616e-007	28.02.2024 12:02:26.533 	8.100	1.933265e-008	28.02.2024 12:02:26.588 	8.155	3.389537e-012	28.02.2024 12:02:26.638 	8.205	3.922056e-011
28.02.2024 12:02:26.688 	8.256	6.829188e-007	28.02.2024 12:02:26.738 	8.306	1.930816e-008	28.02.2024 12:02:26.789 	8.356	3.692482e-012	28.02.2024 12:02:26.839 	8.406	3.886826e-011
28.02.2024 12:02:26.889 	8.457	6.825258e-007	28.02.2024 12:02:26.940 	8.507	1.930304e-008	28.02.2024 12:02:26.994 	8.562	3.404072e-012	28.02.2024 12:02:27.045 	8.612	3.871070e-011
28.02.2024 12:02:27.095 	8.662	6.823229e-007	28.02.2024 12:02:27.144 	8.712	1.930312e-008	28.02.2024 12:02:27.200 	8.767	3.387682e-012	28.02.2024 12:02:27.249 	8.817	3.862700e-011
28.02.2024 12:02:27.301 	8.868	6.824441e-007	28.02.2024 12:02:27.350 	8.917	1.929687e-008	28.02.2024 12:02:27.400 	8.968	3.729674e-012	28.02.2024 12:02:27.450 	9.018	3.774746e-011
28.02.2024 12:02:27.502 	9.069	6.821778e-007	28.02.2024 12:02:27.551 	9.118	1.930518e-008	28.02.2024 12:02:27.601 	9.169	3.587734e-012	28.02.2024 12:02:27.651 	9.219	3.686004e-011
28.02.2024 12:02:27.702 	9.269	6.820434e-007	28.02.2024 12:02:27.752 	9.319	1.928374e-008	28.02.2024 12:02:27.801 	9.369	3.567818e-012	28.02.2024 12:02:27.852 	9.419	3.748734e-011
28.02.2024 12:02:27.902 	9.469	6.817351e-007	28.02.2024 12:02:27.952 	9.519	1.927443e-008	28.02.2024 12:02:28.002 	9.570	3.534459e-012	28.02.2024 12:02:28.053 	9.620	3.713595e-011
28.02.2024 12:02:28.103 	9.670	6.817262e-007	28.02.2024 12:02:28.152 	9.720	1.928328e-008	28.02.2024 12:02:28.208 	9.775	3.143953e-012	28.02.2024 12:02:28.257 	9.825	3.678137e-011
