Sourcefile	20240228 120524 RI_Tuana_CO_20240602.qmp
Exporttime	28.02.2024 12:06:43.917 

Start Time	28.02.2024 12:05:38.877 
End Time	28.02.2024 12:06:19.719 

		H2			He			Ar			CO	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	
28.02.2024 12:05:38.877 	0.000	7.021915e-007	28.02.2024 12:05:38.927 	0.050	2.023662e-008	28.02.2024 12:05:38.976 	0.100	7.808875e-011	28.02.2024 12:05:39.025 	0.149	8.879793e-010
28.02.2024 12:05:39.077 	0.200	6.889903e-007	28.02.2024 12:05:39.126 	0.249	1.973783e-008	28.02.2024 12:05:39.176 	0.299	4.883347e-011	28.02.2024 12:05:39.230 	0.353	5.664462e-010
28.02.2024 12:05:39.280 	0.403	6.769594e-007	28.02.2024 12:05:39.329 	0.453	1.932364e-008	28.02.2024 12:05:39.381 	0.504	3.569008e-011	28.02.2024 12:05:39.430 	0.553	4.262765e-010
28.02.2024 12:05:39.480 	0.604	6.685875e-007	28.02.2024 12:05:39.530 	0.654	1.908444e-008	28.02.2024 12:05:39.581 	0.704	2.769015e-011	28.02.2024 12:05:39.631 	0.754	3.492568e-010
28.02.2024 12:05:39.680 	0.804	6.637117e-007	28.02.2024 12:05:39.730 	0.854	1.895747e-008	28.02.2024 12:05:39.781 	0.904	2.266626e-011	28.02.2024 12:05:39.831 	0.954	2.957765e-010
28.02.2024 12:05:39.880 	1.004	6.609747e-007	28.02.2024 12:05:39.932 	1.055	1.887880e-008	28.02.2024 12:05:39.982 	1.105	1.948320e-011	28.02.2024 12:05:40.032 	1.155	2.545621e-010
28.02.2024 12:05:40.081 	1.205	6.592767e-007	28.02.2024 12:05:40.131 	1.255	1.882745e-008	28.02.2024 12:05:40.182 	1.305	1.704103e-011	28.02.2024 12:05:40.232 	1.355	2.254395e-010
28.02.2024 12:05:40.281 	1.405	6.584185e-007	28.02.2024 12:05:40.332 	1.455	1.881020e-008	28.02.2024 12:05:40.383 	1.506	1.501388e-011	28.02.2024 12:05:40.432 	1.556	1.999031e-010
28.02.2024 12:05:40.482 	1.606	6.580429e-007	28.02.2024 12:05:40.533 	1.656	1.879067e-008	28.02.2024 12:05:40.583 	1.706	1.340092e-011	28.02.2024 12:05:40.632 	1.756	1.782238e-010
28.02.2024 12:05:40.682 	1.806	6.573984e-007	28.02.2024 12:05:40.734 	1.857	1.877159e-008	28.02.2024 12:05:40.784 	1.907	1.139765e-011	28.02.2024 12:05:40.833 	1.957	1.608114e-010
28.02.2024 12:05:40.883 	2.007	6.574448e-007	28.02.2024 12:05:40.934 	2.057	1.876190e-008	28.02.2024 12:05:40.986 	2.110	9.516621e-012	28.02.2024 12:05:41.037 	2.160	1.456332e-010
28.02.2024 12:05:41.087 	2.210	6.572427e-007	28.02.2024 12:05:41.136 	2.260	1.875755e-008	28.02.2024 12:05:41.186 	2.310	8.668349e-012	28.02.2024 12:05:41.237 	2.360	1.322045e-010
28.02.2024 12:05:41.287 	2.410	6.570956e-007	28.02.2024 12:05:41.336 	2.460	1.873917e-008	28.02.2024 12:05:41.386 	2.510	8.864989e-012	28.02.2024 12:05:41.437 	2.560	1.201624e-010
28.02.2024 12:05:41.487 	2.610	6.575448e-007	28.02.2024 12:05:41.537 	2.661	1.876747e-008	28.02.2024 12:05:41.587 	2.711	8.416091e-012	28.02.2024 12:05:41.638 	2.761	1.102575e-010
28.02.2024 12:05:41.688 	2.811	6.573648e-007	28.02.2024 12:05:41.737 	2.861	1.874313e-008	28.02.2024 12:05:41.789 	2.912	7.614420e-012	28.02.2024 12:05:41.839 	2.962	1.026134e-010
28.02.2024 12:05:41.888 	3.012	6.573839e-007	28.02.2024 12:05:41.938 	3.062	1.872787e-008	28.02.2024 12:05:41.990 	3.113	6.971632e-012	28.02.2024 12:05:42.040 	3.163	9.436115e-011
28.02.2024 12:05:42.089 	3.213	6.578241e-007	28.02.2024 12:05:42.140 	3.263	1.876816e-008	28.02.2024 12:05:42.190 	3.313	6.625489e-012	28.02.2024 12:05:42.240 	3.364	8.844082e-011
28.02.2024 12:05:42.290 	3.414	6.579814e-007	28.02.2024 12:05:42.341 	3.464	1.875808e-008	28.02.2024 12:05:42.391 	3.514	6.279666e-012	28.02.2024 12:05:42.440 	3.564	8.270510e-011
28.02.2024 12:05:42.490 	3.614	6.577325e-007	28.02.2024 12:05:42.541 	3.664	1.874993e-008	28.02.2024 12:05:42.591 	3.714	5.987273e-012	28.02.2024 12:05:42.640 	3.764	7.768667e-011
28.02.2024 12:05:42.690 	3.814	6.581176e-007	28.02.2024 12:05:42.742 	3.865	1.874726e-008	28.02.2024 12:05:42.792 	3.915	5.524173e-012	28.02.2024 12:05:42.841 	3.965	7.473217e-011
28.02.2024 12:05:42.890 	4.014	6.576083e-007	28.02.2024 12:05:42.942 	4.065	1.873154e-008	28.02.2024 12:05:42.991 	4.114	5.482473e-012	28.02.2024 12:05:43.040 	4.164	6.995865e-011
28.02.2024 12:05:43.090 	4.214	6.580316e-007	28.02.2024 12:05:43.142 	4.265	1.875420e-008	28.02.2024 12:05:43.192 	4.315	5.161124e-012	28.02.2024 12:05:43.241 	4.365	6.755173e-011
28.02.2024 12:05:43.292 	4.415	6.580568e-007	28.02.2024 12:05:43.343 	4.466	1.875236e-008	28.02.2024 12:05:43.392 	4.516	4.875940e-012	28.02.2024 12:05:43.442 	4.566	6.410244e-011
28.02.2024 12:05:43.493 	4.616	6.582170e-007	28.02.2024 12:05:43.543 	4.666	1.877312e-008	28.02.2024 12:05:43.592 	4.716	4.845692e-012	28.02.2024 12:05:43.642 	4.766	6.194992e-011
28.02.2024 12:05:43.693 	4.816	6.582828e-007	28.02.2024 12:05:43.743 	4.866	1.875343e-008	28.02.2024 12:05:43.792 	4.916	4.948434e-012	28.02.2024 12:05:43.842 	4.966	5.926155e-011
28.02.2024 12:05:43.893 	5.016	6.583210e-007	28.02.2024 12:05:43.943 	5.066	1.873878e-008	28.02.2024 12:05:43.992 	5.116	4.801292e-012	28.02.2024 12:05:44.042 	5.166	5.734510e-011
28.02.2024 12:05:44.093 	5.216	6.580393e-007	28.02.2024 12:05:44.143 	5.266	1.872971e-008	28.02.2024 12:05:44.192 	5.316	4.370887e-012	28.02.2024 12:05:44.243 	5.367	5.576127e-011
28.02.2024 12:05:44.294 	5.417	6.587292e-007	28.02.2024 12:05:44.344 	5.467	1.875999e-008	28.02.2024 12:05:44.393 	5.517	4.569504e-012	28.02.2024 12:05:44.444 	5.567	5.360900e-011
28.02.2024 12:05:44.494 	5.617	6.589169e-007	28.02.2024 12:05:44.544 	5.667	1.873665e-008	28.02.2024 12:05:44.593 	5.717	4.394025e-012	28.02.2024 12:05:44.645 	5.768	5.241447e-011
