"epoch","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - _step","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - _step__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - _step__MAX","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - train/loss","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - train/loss__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - train/loss__MAX","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - _step","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - _step__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - _step__MAX","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - train/loss","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - train/loss__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - train/loss__MAX"
"737049","14740","14740","14740","3.533120671028733e-11","3.533120671028733e-11","3.533120671028733e-11","14740","14740","14740","8.326249303740318e-13","8.326249303740318e-13","8.326249303740318e-13"
"737099","","","","","","","14741","14741","14741","8.326249303740318e-13","8.326249303740318e-13","8.326249303740318e-13"
"737149","14742","14742","14742","3.530509912197388e-11","3.530509912197388e-11","3.530509912197388e-11","14742","14742","14742","8.32614522033176e-13","8.32614522033176e-13","8.32614522033176e-13"
"737199","14743","14743","14743","3.5293278716208576e-11","3.5293278716208576e-11","3.5293278716208576e-11","","","","","",""
"737249","14744","14744","14744","3.5307926721239724e-11","3.5307926721239724e-11","3.5307926721239724e-11","","","","","",""
"737299","14745","14745","14745","3.527907826983423e-11","3.527907826983423e-11","3.527907826983423e-11","","","","","",""
"737349","","","","","","","14746","14746","14746","8.325937595615729e-13","8.325937595615729e-13","8.325937595615729e-13"
"737449","","","","","","","14748","14748","14748","8.32697626129697e-13","8.32697626129697e-13","8.32697626129697e-13"
"737499","14749","14749","14749","3.517706612110594e-11","3.517706612110594e-11","3.517706612110594e-11","","","","","",""
"737549","14750","14750","14750","3.5262941872060694e-11","3.5262941872060694e-11","3.5262941872060694e-11","14750","14750","14750","8.32583351220717e-13","8.32583351220717e-13","8.32583351220717e-13"
"737599","14751","14751","14751","3.521516758753229e-11","3.521516758753229e-11","3.521516758753229e-11","14751","14751","14751","8.325729428798612e-13","8.325729428798612e-13","8.325729428798612e-13"
"737699","14753","14753","14753","3.512870896948961e-11","3.512870896948961e-11","3.512870896948961e-11","14753","14753","14753","8.32583351220717e-13","8.32583351220717e-13","8.32583351220717e-13"
"737749","14754","14754","14754","3.513017307610333e-11","3.513017307610333e-11","3.513017307610333e-11","","","","","",""
"737799","14755","14755","14755","3.5098885603490615e-11","3.5098885603490615e-11","3.5098885603490615e-11","14755","14755","14755","8.325729428798612e-13","8.325729428798612e-13","8.325729428798612e-13"
"737849","14756","14756","14756","3.5117977970067216e-11","3.5117977970067216e-11","3.5117977970067216e-11","14756","14756","14756","8.32583351220717e-13","8.32583351220717e-13","8.32583351220717e-13"
"737899","","","","","","","14757","14757","14757","8.325625887491139e-13","8.325625887491139e-13","8.325625887491139e-13"
"737949","","","","","","","14758","14758","14758","8.325729428798612e-13","8.325729428798612e-13","8.325729428798612e-13"
"738049","14760","14760","14760","3.5035981060804744e-11","3.5035981060804744e-11","3.5035981060804744e-11","","","","","",""
"738099","","","","","","","14761","14761","14761","8.318769392952341e-13","8.318769392952341e-13","8.318769392952341e-13"
"738149","14762","14762","14762","3.500825671021168e-11","3.500825671021168e-11","3.500825671021168e-11","","","","","",""
"738199","","","","","","","14763","14763","14763","8.321574223972561e-13","8.321574223972561e-13","8.321574223972561e-13"
"738299","14765","14765","14765","3.499255052386019e-11","3.499255052386019e-11","3.499255052386019e-11","","","","","",""
"738349","14766","14766","14766","3.495946240827941e-11","3.495946240827941e-11","3.495946240827941e-11","","","","","",""
"738399","14767","14767","14767","3.493550934652312e-11","3.493550934652312e-11","3.493550934652312e-11","14767","14767","14767","8.32385972215216e-13","8.32385972215216e-13","8.32385972215216e-13"
"738499","14769","14769","14769","3.489782074428405e-11","3.489782074428405e-11","3.489782074428405e-11","14769","14769","14769","8.323756180844688e-13","8.323756180844688e-13","8.323756180844688e-13"
"738649","14772","14772","14772","3.488354743952371e-11","3.488354743952371e-11","3.488354743952371e-11","","","","","",""
"738699","","","","","","","14773","14773","14773","8.323236305902981e-13","8.323236305902981e-13","8.323236305902981e-13"
"738799","14775","14775","14775","3.4857981084934764e-11","3.4857981084934764e-11","3.4857981084934764e-11","14775","14775","14775","8.327183886013001e-13","8.327183886013001e-13","8.327183886013001e-13"
"738949","","","","","","","14778","14778","14778","8.32780730226218e-13","8.32780730226218e-13","8.32780730226218e-13"
"738999","","","","","","","14779","14779","14779","8.327080344705529e-13","8.327080344705529e-13","8.327080344705529e-13"
"739049","14780","14780","14780","3.474754511900713e-11","3.474754511900713e-11","3.474754511900713e-11","","","","","",""
"739099","14781","14781","14781","3.474736817721258e-11","3.474736817721258e-11","3.474736817721258e-11","14781","14781","14781","8.332944252155416e-13","8.332944252155416e-13","8.332944252155416e-13"
"739149","14782","14782","14782","3.4739319060284046e-11","3.4739319060284046e-11","3.4739319060284046e-11","14782","14782","14782","8.332424919314796e-13","8.332424919314796e-13","8.332424919314796e-13"
"739199","14783","14783","14783","3.4714064955920776e-11","3.4714064955920776e-11","3.4714064955920776e-11","","","","","",""
"739249","","","","","","","14784","14784","14784","8.331802045166703e-13","8.331802045166703e-13","8.331802045166703e-13"
"739299","14785","14785","14785","3.4686680611129006e-11","3.4686680611129006e-11","3.4686680611129006e-11","14785","14785","14785","8.331905586474175e-13","8.331905586474175e-13","8.331905586474175e-13"
"739349","14786","14786","14786","3.4655674163719397e-11","3.4655674163719397e-11","3.4655674163719397e-11","14786","14786","14786","8.331697961758144e-13","8.331697961758144e-13","8.331697961758144e-13"
"739399","14787","14787","14787","3.464362130500831e-11","3.464362130500831e-11","3.464362130500831e-11","","","","","",""
"739449","","","","","","","14788","14788","14788","8.331490337042113e-13","8.331490337042113e-13","8.331490337042113e-13"
"739499","14789","14789","14789","3.459078509737701e-11","3.459078509737701e-11","3.459078509737701e-11","","","","","",""
"739599","14791","14791","14791","3.455236097238412e-11","3.455236097238412e-11","3.455236097238412e-11","","","","","",""
"739649","14792","14792","14792","3.457193212264009e-11","3.457193212264009e-11","3.457193212264009e-11","","","","","",""
"739699","14793","14793","14793","3.4512583763079974e-11","3.4512583763079974e-11","3.4512583763079974e-11","14793","14793","14793","8.331490337042113e-13","8.331490337042113e-13","8.331490337042113e-13"
"739749","14794","14794","14794","3.453451413726327e-11","3.453451413726327e-11","3.453451413726327e-11","","","","","",""
"739799","14795","14795","14795","3.452315863738953e-11","3.452315863738953e-11","3.452315863738953e-11","","","","","",""
"739849","14796","14796","14796","3.450644631142197e-11","3.450644631142197e-11","3.450644631142197e-11","14796","14796","14796","8.331490337042113e-13","8.331490337042113e-13","8.331490337042113e-13"
"739899","","","","","","","14797","14797","14797","8.331282170224996e-13","8.331282170224996e-13","8.331282170224996e-13"
"739949","14798","14798","14798","3.445678117830475e-11","3.445678117830475e-11","3.445678117830475e-11","","","","","",""
"739999","14799","14799","14799","3.444626875404033e-11","3.444626875404033e-11","3.444626875404033e-11","","","","","",""
"740099","14801","14801","14801","3.4449238600631205e-11","3.4449238600631205e-11","3.4449238600631205e-11","","","","","",""
"740149","","","","","","","14802","14802","14802","8.331282170224996e-13","8.331282170224996e-13","8.331282170224996e-13"
"740199","","","","","","","14803","14803","14803","8.331386253633555e-13","8.331386253633555e-13","8.331386253633555e-13"
"740349","14806","14806","14806","3.4362575285218355e-11","3.4362575285218355e-11","3.4362575285218355e-11","","","","","",""
"740399","14807","14807","14807","3.436438286708032e-11","3.436438286708032e-11","3.436438286708032e-11","","","","","",""
"740449","14808","14808","14808","3.433358111704088e-11","3.433358111704088e-11","3.433358111704088e-11","","","","","",""
"740499","14809","14809","14809","3.431349995808297e-11","3.431349995808297e-11","3.431349995808297e-11","14809","14809","14809","8.331386253633555e-13","8.331386253633555e-13","8.331386253633555e-13"
"740549","14810","14810","14810","3.4302956308795984e-11","3.4302956308795984e-11","3.4302956308795984e-11","14810","14810","14810","8.331490337042113e-13","8.331490337042113e-13","8.331490337042113e-13"
"740699","14813","14813","14813","3.4287968297963545e-11","3.4287968297963545e-11","3.4287968297963545e-11","","","","","",""
"740749","14814","14814","14814","3.426991329602558e-11","3.426991329602558e-11","3.426991329602558e-11","","","","","",""
"740799","14815","14815","14815","3.425013397895249e-11","3.425013397895249e-11","3.425013397895249e-11","","","","","",""
"740849","14816","14816","14816","3.4232807560874434e-11","3.4232807560874434e-11","3.4232807560874434e-11","14816","14816","14816","8.331282170224996e-13","8.331282170224996e-13","8.331282170224996e-13"
"740899","14817","14817","14817","3.425534855772128e-11","3.425534855772128e-11","3.425534855772128e-11","","","","","",""
"740949","14818","14818","14818","3.4239132362667846e-11","3.4239132362667846e-11","3.4239132362667846e-11","14818","14818","14818","8.331282170224996e-13","8.331282170224996e-13","8.331282170224996e-13"
"740999","14819","14819","14819","3.427195680028028e-11","3.427195680028028e-11","3.427195680028028e-11","14819","14819","14819","8.331178628917524e-13","8.331178628917524e-13","8.331178628917524e-13"
"741049","","","","","","","14820","14820","14820","8.331178628917524e-13","8.331178628917524e-13","8.331178628917524e-13"
"741099","","","","","","","14821","14821","14821","8.331697961758144e-13","8.331697961758144e-13","8.331697961758144e-13"
"741149","14822","14822","14822","3.4130514386943034e-11","3.4130514386943034e-11","3.4130514386943034e-11","14822","14822","14822","8.331490337042113e-13","8.331490337042113e-13","8.331490337042113e-13"
"741199","14823","14823","14823","3.411955440402181e-11","3.411955440402181e-11","3.411955440402181e-11","","","","","",""
"741349","14826","14826","14826","3.4092367817706304e-11","3.4092367817706304e-11","3.4092367817706304e-11","14826","14826","14826","8.330866920792934e-13","8.330866920792934e-13","8.330866920792934e-13"
"741399","14827","14827","14827","3.40571945645074e-11","3.40571945645074e-11","3.40571945645074e-11","","","","","",""
"741449","14828","14828","14828","3.4044139035627197e-11","3.4044139035627197e-11","3.4044139035627197e-11","","","","","",""
"741499","14829","14829","14829","3.4056958642114665e-11","3.4056958642114665e-11","3.4056958642114665e-11","14829","14829","14829","8.330971004201493e-13","8.330971004201493e-13","8.330971004201493e-13"
"741649","","","","","","","14832","14832","14832","8.331074545508965e-13","8.331074545508965e-13","8.331074545508965e-13"
"741699","14833","14833","14833","3.3953548306264736e-11","3.3953548306264736e-11","3.3953548306264736e-11","14833","14833","14833","8.331074545508965e-13","8.331074545508965e-13","8.331074545508965e-13"
"741749","14834","14834","14834","3.394472897211287e-11","3.394472897211287e-11","3.394472897211287e-11","","","","","",""
"741799","","","","","","","14835","14835","14835","8.330866920792934e-13","8.330866920792934e-13","8.330866920792934e-13"
"741849","14836","14836","14836","3.397978426411541e-11","3.397978426411541e-11","3.397978426411541e-11","14836","14836","14836","8.330866920792934e-13","8.330866920792934e-13","8.330866920792934e-13"
"741899","14837","14837","14837","3.394822617464044e-11","3.394822617464044e-11","3.394822617464044e-11","14837","14837","14837","8.330762837384376e-13","8.330762837384376e-13","8.330762837384376e-13"
"741999","","","","","","","14839","14839","14839","8.330866920792934e-13","8.330866920792934e-13","8.330866920792934e-13"
"742099","14841","14841","14841","3.388070379806152e-11","3.388070379806152e-11","3.388070379806152e-11","14841","14841","14841","8.330866920792934e-13","8.330866920792934e-13","8.330866920792934e-13"
"742149","14842","14842","14842","3.3859491599397273e-11","3.3859491599397273e-11","3.3859491599397273e-11","","","","","",""
"742199","14843","14843","14843","3.382176136379478e-11","3.382176136379478e-11","3.382176136379478e-11","","","","","",""
"742249","","","","","","","14844","14844","14844","8.330866920792934e-13","8.330866920792934e-13","8.330866920792934e-13"
"742349","14846","14846","14846","3.3818645800431923e-11","3.3818645800431923e-11","3.3818645800431923e-11","","","","","",""
"742399","14847","14847","14847","3.3742127147906587e-11","3.3742127147906587e-11","3.3742127147906587e-11","14847","14847","14847","8.330866920792934e-13","8.330866920792934e-13","8.330866920792934e-13"
"742449","14848","14848","14848","3.376793983322912e-11","3.376793983322912e-11","3.376793983322912e-11","14848","14848","14848","8.330762837384376e-13","8.330762837384376e-13","8.330762837384376e-13"
"742499","14849","14849","14849","3.374574231163052e-11","3.374574231163052e-11","3.374574231163052e-11","","","","","",""
"742549","14850","14850","14850","3.370908066568923e-11","3.370908066568923e-11","3.370908066568923e-11","","","","","",""
"742699","14853","14853","14853","3.3667606896825575e-11","3.3667606896825575e-11","3.3667606896825575e-11","14853","14853","14853","8.330659296076903e-13","8.330659296076903e-13","8.330659296076903e-13"
"742799","","","","","","","14855","14855","14855","8.330866920792934e-13","8.330866920792934e-13","8.330866920792934e-13"
"742849","14856","14856","14856","3.3609927341249346e-11","3.3609927341249346e-11","3.3609927341249346e-11","","","","","",""
"742949","14858","14858","14858","3.3600067173011894e-11","3.3600067173011894e-11","3.3600067173011894e-11","14858","14858","14858","8.330762837384376e-13","8.330762837384376e-13","8.330762837384376e-13"
"742999","","","","","","","14859","14859","14859","8.330762837384376e-13","8.330762837384376e-13","8.330762837384376e-13"
"743099","14861","14861","14861","3.3590727421817235e-11","3.3590727421817235e-11","3.3590727421817235e-11","14861","14861","14861","8.330762837384376e-13","8.330762837384376e-13","8.330762837384376e-13"
"743149","14862","14862","14862","3.3560963036416425e-11","3.3560963036416425e-11","3.3560963036416425e-11","14862","14862","14862","8.330866920792934e-13","8.330866920792934e-13","8.330866920792934e-13"
"743199","14863","14863","14863","3.353370706116188e-11","3.353370706116188e-11","3.353370706116188e-11","","","","","",""
"743299","","","","","","","14865","14865","14865","8.330762837384376e-13","8.330762837384376e-13","8.330762837384376e-13"
"743449","14868","14868","14868","3.350721783368371e-11","3.350721783368371e-11","3.350721783368371e-11","14868","14868","14868","8.330659296076903e-13","8.330659296076903e-13","8.330659296076903e-13"
"743499","14869","14869","14869","3.348006594183772e-11","3.348006594183772e-11","3.348006594183772e-11","14869","14869","14869","8.330762837384376e-13","8.330762837384376e-13","8.330762837384376e-13"
"743599","","","","","","","14871","14871","14871","8.330555212668345e-13","8.330555212668345e-13","8.330555212668345e-13"
"743649","14872","14872","14872","3.340528201278836e-11","3.340528201278836e-11","3.340528201278836e-11","14872","14872","14872","8.330762837384376e-13","8.330762837384376e-13","8.330762837384376e-13"
"743699","14873","14873","14873","3.340186460754069e-11","3.340186460754069e-11","3.340186460754069e-11","14873","14873","14873","8.330762837384376e-13","8.330762837384376e-13","8.330762837384376e-13"
"743749","14874","14874","14874","3.339915150002426e-11","3.339915150002426e-11","3.339915150002426e-11","14874","14874","14874","8.330451129259786e-13","8.330451129259786e-13","8.330451129259786e-13"
"743799","","","","","","","14875","14875","14875","8.330555212668345e-13","8.330555212668345e-13","8.330555212668345e-13"
"743899","14877","14877","14877","3.335331316689505e-11","3.335331316689505e-11","3.335331316689505e-11","14877","14877","14877","8.330139963236283e-13","8.330139963236283e-13","8.330139963236283e-13"
"743949","","","","","","","14878","14878","14878","8.329620088294576e-13","8.329620088294576e-13","8.329620088294576e-13"
"744049","","","","","","","14880","14880","14880","8.332217294598765e-13","8.332217294598765e-13","8.332217294598765e-13"
"744199","14883","14883","14883","3.324258576742345e-11","3.324258576742345e-11","3.324258576742345e-11","14883","14883","14883","8.329931796419165e-13","8.329931796419165e-13","8.329931796419165e-13"
"744249","14884","14884","14884","3.325594313818847e-11","3.325594313818847e-11","3.325594313818847e-11","14884","14884","14884","8.329828255111693e-13","8.329828255111693e-13","8.329828255111693e-13"
"744299","","","","","","","14885","14885","14885","8.329931796419165e-13","8.329931796419165e-13","8.329931796419165e-13"
"744349","14886","14886","14886","3.331255757355045e-11","3.331255757355045e-11","3.331255757355045e-11","14886","14886","14886","8.329931796419165e-13","8.329931796419165e-13","8.329931796419165e-13"
"744399","14887","14887","14887","3.320175731569286e-11","3.320175731569286e-11","3.320175731569286e-11","","","","","",""
"744449","14888","14888","14888","3.3147137812328253e-11","3.3147137812328253e-11","3.3147137812328253e-11","14888","14888","14888","8.329724171703135e-13","8.329724171703135e-13","8.329724171703135e-13"
"744499","14889","14889","14889","3.316571323130901e-11","3.316571323130901e-11","3.316571323130901e-11","14889","14889","14889","8.330451129259786e-13","8.330451129259786e-13","8.330451129259786e-13"
"744549","14890","14890","14890","3.315293525818497e-11","3.315293525818497e-11","3.315293525818497e-11","14890","14890","14890","8.330451129259786e-13","8.330451129259786e-13","8.330451129259786e-13"
"744599","14891","14891","14891","3.312774360386683e-11","3.312774360386683e-11","3.312774360386683e-11","","","","","",""
"744649","14892","14892","14892","3.3128243204227914e-11","3.3128243204227914e-11","3.3128243204227914e-11","","","","","",""
"744699","14893","14893","14893","3.3188285453178423e-11","3.3188285453178423e-11","3.3188285453178423e-11","","","","","",""
"744749","","","","","","","14894","14894","14894","8.331074545508965e-13","8.331074545508965e-13","8.331074545508965e-13"
"744949","","","","","","","14898","14898","14898","8.34108552626861e-13","8.34108552626861e-13","8.34108552626861e-13"
"744999","14899","14899","14899","3.3053903364388404e-11","3.3053903364388404e-11","3.3053903364388404e-11","","","","","",""
"745049","","","","","","","14900","14900","14900","8.34108552626861e-13","8.34108552626861e-13","8.34108552626861e-13"
"745199","14903","14903","14903","3.296558165333252e-11","3.296558165333252e-11","3.296558165333252e-11","14903","14903","14903","8.341189067576082e-13","8.341189067576082e-13","8.341189067576082e-13"
"745299","14905","14905","14905","3.296032544120031e-11","3.296032544120031e-11","3.296032544120031e-11","","","","","",""
"745349","14906","14906","14906","3.290531042088318e-11","3.290531042088318e-11","3.290531042088318e-11","14906","14906","14906","8.341189067576082e-13","8.341189067576082e-13","8.341189067576082e-13"
"745399","","","","","","","14907","14907","14907","8.341189067576082e-13","8.341189067576082e-13","8.341189067576082e-13"
"745449","14908","14908","14908","3.295992992424779e-11","3.295992992424779e-11","3.295992992424779e-11","14908","14908","14908","8.341293150984641e-13","8.341293150984641e-13","8.341293150984641e-13"
"745499","","","","","","","14909","14909","14909","8.341293150984641e-13","8.341293150984641e-13","8.341293150984641e-13"
"745549","14910","14910","14910","3.2878966910177e-11","3.2878966910177e-11","3.2878966910177e-11","","","","","",""
"745599","","","","","","","14911","14911","14911","8.341189067576082e-13","8.341189067576082e-13","8.341189067576082e-13"
"745649","14912","14912","14912","3.2893684304147186e-11","3.2893684304147186e-11","3.2893684304147186e-11","14912","14912","14912","8.341293150984641e-13","8.341293150984641e-13","8.341293150984641e-13"
"745699","14913","14913","14913","3.294169798051527e-11","3.294169798051527e-11","3.294169798051527e-11","14913","14913","14913","8.340981442860051e-13","8.340981442860051e-13","8.340981442860051e-13"
"745749","14914","14914","14914","3.285211339076888e-11","3.285211339076888e-11","3.285211339076888e-11","","","","","",""
"745799","14915","14915","14915","3.286608832309135e-11","3.286608832309135e-11","3.286608832309135e-11","","","","","",""
"745849","","","","","","","14916","14916","14916","8.341189067576082e-13","8.341189067576082e-13","8.341189067576082e-13"
"745899","14917","14917","14917","3.2811527800324924e-11","3.2811527800324924e-11","3.2811527800324924e-11","14917","14917","14917","8.341189067576082e-13","8.341189067576082e-13","8.341189067576082e-13"
"745949","14918","14918","14918","3.282202981624849e-11","3.282202981624849e-11","3.282202981624849e-11","14918","14918","14918","8.341293150984641e-13","8.341293150984641e-13","8.341293150984641e-13"
"745999","14919","14919","14919","3.281449070802189e-11","3.281449070802189e-11","3.281449070802189e-11","","","","","",""
"746049","","","","","","","14920","14920","14920","8.341293150984641e-13","8.341293150984641e-13","8.341293150984641e-13"
"746099","14921","14921","14921","3.273934248704258e-11","3.273934248704258e-11","3.273934248704258e-11","","","","","",""
"746149","14922","14922","14922","3.272839291246221e-11","3.272839291246221e-11","3.272839291246221e-11","14922","14922","14922","8.341396692292113e-13","8.341396692292113e-13","8.341396692292113e-13"
"746199","","","","","","","14923","14923","14923","8.341396692292113e-13","8.341396692292113e-13","8.341396692292113e-13"
"746299","14925","14925","14925","3.267260767492175e-11","3.267260767492175e-11","3.267260767492175e-11","14925","14925","14925","8.341293150984641e-13","8.341293150984641e-13","8.341293150984641e-13"
"746349","","","","","","","14926","14926","14926","8.341293150984641e-13","8.341293150984641e-13","8.341293150984641e-13"
"746399","14927","14927","14927","3.262806691495257e-11","3.262806691495257e-11","3.262806691495257e-11","","","","","",""
"746449","14928","14928","14928","3.2657026388660526e-11","3.2657026388660526e-11","3.2657026388660526e-11","14928","14928","14928","8.341293150984641e-13","8.341293150984641e-13","8.341293150984641e-13"
"746549","14930","14930","14930","3.2647627656867684e-11","3.2647627656867684e-11","3.2647627656867684e-11","","","","","",""
"746599","14931","14931","14931","3.262103087653401e-11","3.262103087653401e-11","3.262103087653401e-11","14931","14931","14931","8.341396692292113e-13","8.341396692292113e-13","8.341396692292113e-13"
"746649","14932","14932","14932","3.262462522357623e-11","3.262462522357623e-11","3.262462522357623e-11","14932","14932","14932","8.341293150984641e-13","8.341293150984641e-13","8.341293150984641e-13"
"746699","","","","","","","14933","14933","14933","8.341189067576082e-13","8.341189067576082e-13","8.341189067576082e-13"
"746749","14934","14934","14934","3.253718128259919e-11","3.253718128259919e-11","3.253718128259919e-11","14934","14934","14934","8.341189067576082e-13","8.341189067576082e-13","8.341189067576082e-13"
"746799","","","","","","","14935","14935","14935","8.34108552626861e-13","8.34108552626861e-13","8.34108552626861e-13"
"746849","14936","14936","14936","3.254818289888384e-11","3.254818289888384e-11","3.254818289888384e-11","14936","14936","14936","8.341293150984641e-13","8.341293150984641e-13","8.341293150984641e-13"
"746899","14937","14937","14937","3.2540931754754254e-11","3.2540931754754254e-11","3.2540931754754254e-11","","","","","",""
"746949","","","","","","","14938","14938","14938","8.341293150984641e-13","8.341293150984641e-13","8.341293150984641e-13"
"746999","14939","14939","14939","3.2555336898498766e-11","3.2555336898498766e-11","3.2555336898498766e-11","14939","14939","14939","8.341293150984641e-13","8.341293150984641e-13","8.341293150984641e-13"
"747049","","","","","","","14940","14940","14940","8.341293150984641e-13","8.341293150984641e-13","8.341293150984641e-13"
"747099","","","","","","","14941","14941","14941","8.341293150984641e-13","8.341293150984641e-13","8.341293150984641e-13"
"747149","14942","14942","14942","3.248900107277741e-11","3.248900107277741e-11","3.248900107277741e-11","14942","14942","14942","8.34108552626861e-13","8.34108552626861e-13","8.34108552626861e-13"
"747199","","","","","","","14943","14943","14943","8.341189067576082e-13","8.341189067576082e-13","8.341189067576082e-13"
"747249","","","","","","","14944","14944","14944","8.341189067576082e-13","8.341189067576082e-13","8.341189067576082e-13"
"747299","14945","14945","14945","3.249518015779884e-11","3.249518015779884e-11","3.249518015779884e-11","14945","14945","14945","8.341189067576082e-13","8.341189067576082e-13","8.341189067576082e-13"
"747349","","","","","","","14946","14946","14946","8.341396692292113e-13","8.341396692292113e-13","8.341396692292113e-13"
"747399","","","","","","","14947","14947","14947","8.341396692292113e-13","8.341396692292113e-13","8.341396692292113e-13"
"747449","14948","14948","14948","3.234087303516375e-11","3.234087303516375e-11","3.234087303516375e-11","14948","14948","14948","8.341396692292113e-13","8.341396692292113e-13","8.341396692292113e-13"
"747549","14950","14950","14950","3.23300310134389e-11","3.23300310134389e-11","3.23300310134389e-11","","","","","",""
"747599","14951","14951","14951","3.2359313145713386e-11","3.2359313145713386e-11","3.2359313145713386e-11","14951","14951","14951","8.344824939561513e-13","8.344824939561513e-13","8.344824939561513e-13"
"747699","14953","14953","14953","3.2346184758447194e-11","3.2346184758447194e-11","3.2346184758447194e-11","14953","14953","14953","8.344720856152954e-13","8.344720856152954e-13","8.344720856152954e-13"
"747799","14955","14955","14955","3.2327279742006e-11","3.2327279742006e-11","3.2327279742006e-11","14955","14955","14955","8.344824939561513e-13","8.344824939561513e-13","8.344824939561513e-13"
"747849","","","","","","","14956","14956","14956","8.345551897118164e-13","8.345551897118164e-13","8.345551897118164e-13"
"747949","","","","","","","14958","14958","14958","8.345344272402133e-13","8.345344272402133e-13","8.345344272402133e-13"
"747999","14959","14959","14959","3.224917208277667e-11","3.224917208277667e-11","3.224917208277667e-11","14959","14959","14959","8.345655980526723e-13","8.345655980526723e-13","8.345655980526723e-13"
"748049","","","","","","","14960","14960","14960","8.346382938083374e-13","8.346382938083374e-13","8.346382938083374e-13"
"748149","14962","14962","14962","3.225734609979547e-11","3.225734609979547e-11","3.225734609979547e-11","14962","14962","14962","8.344929022970071e-13","8.344929022970071e-13","8.344929022970071e-13"
"748199","14963","14963","14963","3.219941327459175e-11","3.219941327459175e-11","3.219941327459175e-11","14963","14963","14963","8.344929022970071e-13","8.344929022970071e-13","8.344929022970071e-13"
"748249","14964","14964","14964","3.220662278535791e-11","3.220662278535791e-11","3.220662278535791e-11","","","","","",""
"748299","","","","","","","14965","14965","14965","8.344617314845482e-13","8.344617314845482e-13","8.344617314845482e-13"
"748449","14968","14968","14968","3.212892799031586e-11","3.212892799031586e-11","3.212892799031586e-11","","","","","",""
"748499","14969","14969","14969","3.211650390078091e-11","3.211650390078091e-11","3.211650390078091e-11","14969","14969","14969","8.344305606720892e-13","8.344305606720892e-13","8.344305606720892e-13"
"748549","14970","14970","14970","3.208799892462366e-11","3.208799892462366e-11","3.208799892462366e-11","","","","","",""
"748649","","","","","","","14972","14972","14972","8.340358026610872e-13","8.340358026610872e-13","8.340358026610872e-13"
"748699","14973","14973","14973","3.2036984176642136e-11","3.2036984176642136e-11","3.2036984176642136e-11","","","","","",""
"748749","14974","14974","14974","3.201782589057345e-11","3.201782589057345e-11","3.201782589057345e-11","14974","14974","14974","8.340773818144021e-13","8.340773818144021e-13","8.340773818144021e-13"
"748999","14979","14979","14979","3.194725733957071e-11","3.194725733957071e-11","3.194725733957071e-11","","","","","",""
"749049","14980","14980","14980","3.1962342494917806e-11","3.1962342494917806e-11","3.1962342494917806e-11","","","","","",""
"749099","14981","14981","14981","3.195375214426477e-11","3.195375214426477e-11","3.195375214426477e-11","","","","","",""
"749149","14982","14982","14982","3.190809422237706e-11","3.190809422237706e-11","3.190809422237706e-11","","","","","",""
"749249","14984","14984","14984","3.19036359830438e-11","3.19036359830438e-11","3.19036359830438e-11","","","","","",""
"749349","14986","14986","14986","3.1949894119254196e-11","3.1949894119254196e-11","3.1949894119254196e-11","14986","14986","14986","8.342447826298338e-13","8.342447826298338e-13","8.342447826298338e-13"
"749399","14987","14987","14987","3.185964339569303e-11","3.185964339569303e-11","3.185964339569303e-11","14987","14987","14987","8.342447826298338e-13","8.342447826298338e-13","8.342447826298338e-13"
"749449","","","","","","","14988","14988","14988","8.342344284990866e-13","8.342344284990866e-13","8.342344284990866e-13"
"749499","","","","","","","14989","14989","14989","8.342447826298338e-13","8.342447826298338e-13","8.342447826298338e-13"
"749549","14990","14990","14990","3.18333102933277e-11","3.18333102933277e-11","3.18333102933277e-11","","","","","",""
"749599","","","","","","","14991","14991","14991","8.342447826298338e-13","8.342447826298338e-13","8.342447826298338e-13"
"749699","14993","14993","14993","3.1787999316135185e-11","3.1787999316135185e-11","3.1787999316135185e-11","14993","14993","14993","8.342447826298338e-13","8.342447826298338e-13","8.342447826298338e-13"
"749749","","","","","","","14994","14994","14994","8.342240201582307e-13","8.342240201582307e-13","8.342240201582307e-13"
"749799","14995","14995","14995","3.172921300698128e-11","3.172921300698128e-11","3.172921300698128e-11","14995","14995","14995","8.342447826298338e-13","8.342447826298338e-13","8.342447826298338e-13"
