"epoch","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - _step","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - _step__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - _step__MAX","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - train/loss","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - train/loss__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - train/loss__MAX","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - _step","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - _step__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - _step__MAX","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - train/loss","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - train/loss__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - train/loss__MAX"
"167299","3345","3345","3345","1.3052358838194777e-7","1.3052358838194777e-7","1.3052358838194777e-7","","","","","",""
"167399","3347","3347","3347","1.3060041226253816e-7","1.3060041226253816e-7","1.3060041226253816e-7","3347","3347","3347","5.993939372617163e-11","5.993939372617163e-11","5.993939372617163e-11"
"167499","3349","3349","3349","1.3002623688862514e-7","1.3002623688862514e-7","1.3002623688862514e-7","3349","3349","3349","5.994192642244656e-11","5.994192642244656e-11","5.994192642244656e-11"
"167549","3350","3350","3350","1.2989970343824098e-7","1.2989970343824098e-7","1.2989970343824098e-7","3350","3350","3350","5.99020555380747e-11","5.99020555380747e-11","5.99020555380747e-11"
"167649","","","","","","","3352","3352","3352","5.990176410453074e-11","5.990176410453074e-11","5.990176410453074e-11"
"167699","3353","3353","3353","1.2954153305599903e-7","1.2954153305599903e-7","1.2954153305599903e-7","","","","","",""
"167799","3355","3355","3355","1.3045203672845673e-7","1.3045203672845673e-7","1.3045203672845673e-7","","","","","",""
"167849","3356","3356","3356","1.2919106495701271e-7","1.2919106495701271e-7","1.2919106495701271e-7","3356","3356","3356","5.986184464790156e-11","5.986184464790156e-11","5.986184464790156e-11"
"167899","3357","3357","3357","1.2901074342153152e-7","1.2901074342153152e-7","1.2901074342153152e-7","3357","3357","3357","5.986768025767475e-11","5.986768025767475e-11","5.986768025767475e-11"
"167949","3358","3358","3358","2.2430687351970846e-7","2.2430687351970846e-7","2.2430687351970846e-7","3358","3358","3358","5.986768025767475e-11","5.986768025767475e-11","5.986768025767475e-11"
"168049","3360","3360","3360","1.2862656717516074e-7","1.2862656717516074e-7","1.2862656717516074e-7","","","","","",""
"168099","3361","3361","3361","1.2854981434884394e-7","1.2854981434884394e-7","1.2854981434884394e-7","3361","3361","3361","5.981528466980635e-11","5.981528466980635e-11","5.981528466980635e-11"
"168199","3363","3363","3363","1.2849832842221076e-7","1.2849832842221076e-7","1.2849832842221076e-7","","","","","",""
"168249","","","","","","","3364","3364","3364","5.977108391563846e-11","5.977108391563846e-11","5.977108391563846e-11"
"168299","","","","","","","3365","3365","3365","5.977733585904588e-11","5.977733585904588e-11","5.977733585904588e-11"
"168399","","","","","","","3367","3367","3367","5.977735667572759e-11","5.977735667572759e-11","5.977735667572759e-11"
"168449","3368","3368","3368","1.2935686299897498e-7","1.2935686299897498e-7","1.2935686299897498e-7","","","","","",""
"168499","3369","3369","3369","1.27673501992831e-7","1.27673501992831e-7","1.27673501992831e-7","3369","3369","3369","5.973430083905384e-11","5.973430083905384e-11","5.973430083905384e-11"
"168549","","","","","","","3370","3370","3370","5.974004624320628e-11","5.974004624320628e-11","5.974004624320628e-11"
"168599","3371","3371","3371","1.5961346377935115e-7","1.5961346377935115e-7","1.5961346377935115e-7","","","","","",""
"168649","3372","3372","3372","1.305226646763913e-7","1.305226646763913e-7","1.305226646763913e-7","3372","3372","3372","5.97036864391498e-11","5.97036864391498e-11","5.97036864391498e-11"
"168699","3373","3373","3373","1.2700724028036348e-7","1.2700724028036348e-7","1.2700724028036348e-7","","","","","",""
"168749","3374","3374","3374","1.2687102923791826e-7","1.2687102923791826e-7","1.2687102923791826e-7","","","","","",""
"168799","3375","3375","3375","4.721156869891274e-7","4.721156869891274e-7","4.721156869891274e-7","","","","","",""
"168849","3376","3376","3376","1.2666778559378145e-7","1.2666778559378145e-7","1.2666778559378145e-7","3376","3376","3376","5.963533139530242e-11","5.963533139530242e-11","5.963533139530242e-11"
"168899","","","","","","","3377","3377","3377","5.96353105786207e-11","5.96353105786207e-11","5.96353105786207e-11"
"168949","3378","3378","3378","1.26370764519379e-7","1.26370764519379e-7","1.26370764519379e-7","","","","","",""
"168999","","","","","","","3379","3379","3379","5.962604715525899e-11","5.962604715525899e-11","5.962604715525899e-11"
"169049","","","","","","","3380","3380","3380","5.960348187228348e-11","5.960348187228348e-11","5.960348187228348e-11"
"169099","3381","3381","3381","1.260383299950263e-7","1.260383299950263e-7","1.260383299950263e-7","3381","3381","3381","5.957884186003071e-11","5.957884186003071e-11","5.957884186003071e-11"
"169149","","","","","","","3382","3382","3382","5.954246123929252e-11","5.954246123929252e-11","5.954246123929252e-11"
"169199","3383","3383","3383","1.2575928565183858e-7","1.2575928565183858e-7","1.2575928565183858e-7","3383","3383","3383","5.95308802253669e-11","5.95308802253669e-11","5.95308802253669e-11"
"169249","","","","","","","3384","3384","3384","5.953373904965531e-11","5.953373904965531e-11","5.953373904965531e-11"
"169299","3385","3385","3385","1.2550640349218156e-7","1.2550640349218156e-7","1.2550640349218156e-7","3385","3385","3385","5.953288556570513e-11","5.953288556570513e-11","5.953288556570513e-11"
"169349","","","","","","","3386","3386","3386","5.947449477350375e-11","5.947449477350375e-11","5.947449477350375e-11"
"169399","3387","3387","3387","1.446442468022724e-7","1.446442468022724e-7","1.446442468022724e-7","","","","","",""
"169449","3388","3388","3388","1.2802958337942982e-7","1.2802958337942982e-7","1.2802958337942982e-7","","","","","",""
"169499","3389","3389","3389","1.250359531468348e-7","1.250359531468348e-7","1.250359531468348e-7","","","","","",""
"169549","3390","3390","3390","1.2565949703002843e-7","1.2565949703002843e-7","1.2565949703002843e-7","3390","3390","3390","5.942572128825319e-11","5.942572128825319e-11","5.942572128825319e-11"
"169599","3391","3391","3391","1.334655195250889e-7","1.334655195250889e-7","1.334655195250889e-7","3391","3391","3391","5.941712399870624e-11","5.941712399870624e-11","5.941712399870624e-11"
"169699","3393","3393","3393","1.2454563602659618e-7","1.2454563602659618e-7","1.2454563602659618e-7","3393","3393","3393","5.935810870605351e-11","5.935810870605351e-11","5.935810870605351e-11"
"169749","3394","3394","3394","1.3390125275236642e-7","1.3390125275236642e-7","1.3390125275236642e-7","","","","","",""
"169799","3395","3395","3395","1.2436734664333926e-7","1.2436734664333926e-7","1.2436734664333926e-7","3395","3395","3395","5.932745961167996e-11","5.932745961167996e-11","5.932745961167996e-11"
"169849","3396","3396","3396","1.2414949424055521e-7","1.2414949424055521e-7","1.2414949424055521e-7","3396","3396","3396","5.92998428139424e-11","5.92998428139424e-11","5.92998428139424e-11"
"169899","3397","3397","3397","3.644499884103425e-7","3.644499884103425e-7","3.644499884103425e-7","3397","3397","3397","5.926287932611629e-11","5.926287932611629e-11","5.926287932611629e-11"
"169999","3399","3399","3399","1.2379203440104902e-7","1.2379203440104902e-7","1.2379203440104902e-7","3399","3399","3399","5.922962814652877e-11","5.922962814652877e-11","5.922962814652877e-11"
"170049","3400","3400","3400","1.2433039842107974e-7","1.2433039842107974e-7","1.2433039842107974e-7","3400","3400","3400","5.920825635330473e-11","5.920825635330473e-11","5.920825635330473e-11"
"170149","","","","","","","3402","3402","3402","5.913203954266422e-11","5.913203954266422e-11","5.913203954266422e-11"
"170199","3403","3403","3403","1.2330681897765317e-7","1.2330681897765317e-7","1.2330681897765317e-7","3403","3403","3403","5.913208117602764e-11","5.913208117602764e-11","5.913208117602764e-11"
"170299","","","","","","","3405","3405","3405","5.906976296987665e-11","5.906976296987665e-11","5.906976296987665e-11"
"170349","","","","","","","3406","3406","3406","5.904508132426045e-11","5.904508132426045e-11","5.904508132426045e-11"
"170399","","","","","","","3407","3407","3407","5.901182320577902e-11","5.901182320577902e-11","5.901182320577902e-11"
"170499","","","","","","","3409","3409","3409","5.892875076796145e-11","5.892875076796145e-11","5.892875076796145e-11"
"170549","","","","","","","3410","3410","3410","5.892872995127973e-11","5.892872995127973e-11","5.892872995127973e-11"
"170649","3412","3412","3412","1.2226918499891326e-7","1.2226918499891326e-7","1.2226918499891326e-7","3412","3412","3412","5.88677578905461e-11","5.88677578905461e-11","5.88677578905461e-11"
"170699","3413","3413","3413","1.2215464550990873e-7","1.2215464550990873e-7","1.2215464550990873e-7","3413","3413","3413","5.882420245351128e-11","5.882420245351128e-11","5.882420245351128e-11"
"170749","3414","3414","3414","1.2197112653211661e-7","1.2197112653211661e-7","1.2197112653211661e-7","3414","3414","3414","5.878792591618165e-11","5.878792591618165e-11","5.878792591618165e-11"
"170799","","","","","","","3415","3415","3415","5.876352876521551e-11","5.876352876521551e-11","5.876352876521551e-11"
"170899","3417","3417","3417","1.8101628995736974e-7","1.8101628995736974e-7","1.8101628995736974e-7","3417","3417","3417","5.870092606441446e-11","5.870092606441446e-11","5.870092606441446e-11"
"170949","","","","","","","3418","3418","3418","5.863419472174058e-11","5.863419472174058e-11","5.863419472174058e-11"
"170999","","","","","","","3419","3419","3419","5.861277435625922e-11","5.861277435625922e-11","5.861277435625922e-11"
"171099","3421","3421","3421","1.3307523261119059e-7","1.3307523261119059e-7","1.3307523261119059e-7","3421","3421","3421","5.853143664191762e-11","5.853143664191762e-11","5.853143664191762e-11"
"171149","3422","3422","3422","1.210873534773782e-7","1.210873534773782e-7","1.210873534773782e-7","3422","3422","3422","5.851012035984482e-11","5.851012035984482e-11","5.851012035984482e-11"
"171199","3423","3423","3423","1.209100162213872e-7","1.209100162213872e-7","1.209100162213872e-7","","","","","",""
"171249","","","","","","","3424","3424","3424","5.841149786078859e-11","5.841149786078859e-11","5.841149786078859e-11"
"171299","3425","3425","3425","1.2086424305834953e-7","1.2086424305834953e-7","1.2086424305834953e-7","3425","3425","3425","5.8412046033407e-11","5.8412046033407e-11","5.8412046033407e-11"
"171349","","","","","","","3426","3426","3426","5.834105420987612e-11","5.834105420987612e-11","5.834105420987612e-11"
"171399","3427","3427","3427","2.1444583353513735e-7","2.1444583353513735e-7","2.1444583353513735e-7","3427","3427","3427","5.828938026697372e-11","5.828938026697372e-11","5.828938026697372e-11"
"171499","3429","3429","3429","1.2020821316127694e-7","1.2020821316127694e-7","1.2020821316127694e-7","3429","3429","3429","5.822465426463808e-11","5.822465426463808e-11","5.822465426463808e-11"
"171549","","","","","","","3430","3430","3430","5.812398479188019e-11","5.812398479188019e-11","5.812398479188019e-11"
"171649","","","","","","","3432","3432","3432","5.80938075422921e-11","5.80938075422921e-11","5.80938075422921e-11"
"171699","3433","3433","3433","1.1971687285949884e-7","1.1971687285949884e-7","1.1971687285949884e-7","3433","3433","3433","5.800215516216234e-11","5.800215516216234e-11","5.800215516216234e-11"
"171749","3434","3434","3434","1.1962599444359512e-7","1.1962599444359512e-7","1.1962599444359512e-7","3434","3434","3434","5.7991028645787424e-11","5.7991028645787424e-11","5.7991028645787424e-11"
"171799","3435","3435","3435","1.2969735507795122e-7","1.2969735507795122e-7","1.2969735507795122e-7","","","","","",""
"171849","3436","3436","3436","1.194576100260747e-7","1.194576100260747e-7","1.194576100260747e-7","","","","","",""
"171899","3437","3437","3437","1.1925455112304917e-7","1.1925455112304917e-7","1.1925455112304917e-7","","","","","",""
"171999","3439","3439","3439","1.1919967590756642e-7","1.1919967590756642e-7","1.1919967590756642e-7","","","","","",""
"172049","3440","3440","3440","1.1891993523249766e-7","1.1891993523249766e-7","1.1891993523249766e-7","","","","","",""
"172099","3441","3441","3441","1.1882300299248527e-7","1.1882300299248527e-7","1.1882300299248527e-7","","","","","",""
"172199","3443","3443","3443","1.1862697846254378e-7","1.1862697846254378e-7","1.1862697846254378e-7","3443","3443","3443","5.746409598161861e-11","5.746409598161861e-11","5.746409598161861e-11"
"172249","3444","3444","3444","1.1843253844290302e-7","1.1843253844290302e-7","1.1843253844290302e-7","","","","","",""
"172299","","","","","","","3445","3445","3445","5.738262989773979e-11","5.738262989773979e-11","5.738262989773979e-11"
"172349","","","","","","","3446","3446","3446","5.73560990368982e-11","5.73560990368982e-11","5.73560990368982e-11"
"172399","3447","3447","3447","1.1816488409976955e-7","1.1816488409976955e-7","1.1816488409976955e-7","","","","","",""
"172449","","","","","","","3448","3448","3448","5.728829910456312e-11","5.728829910456312e-11","5.728829910456312e-11"
"172499","","","","","","","3449","3449","3449","5.720142068343925e-11","5.720142068343925e-11","5.720142068343925e-11"
"172549","3450","3450","3450","1.1797824583936745e-7","1.1797824583936745e-7","1.1797824583936745e-7","3450","3450","3450","5.717482737255253e-11","5.717482737255253e-11","5.717482737255253e-11"
"172599","3451","3451","3451","1.179174375920411e-7","1.179174375920411e-7","1.179174375920411e-7","3451","3451","3451","5.713144887731225e-11","5.713144887731225e-11","5.713144887731225e-11"
"172649","3452","3452","3452","1.1784981523987881e-7","1.1784981523987881e-7","1.1784981523987881e-7","","","","","",""
"172699","3453","3453","3453","1.1778304553899943e-7","1.1778304553899943e-7","1.1778304553899943e-7","3453","3453","3453","5.7056758623330595e-11","5.7056758623330595e-11","5.7056758623330595e-11"
"172749","3454","3454","3454","1.1771528107828999e-7","1.1771528107828999e-7","1.1771528107828999e-7","","","","","",""
"172799","","","","","","","3455","3455","3455","5.6935820641479395e-11","5.6935820641479395e-11","5.6935820641479395e-11"
"172849","3456","3456","3456","1.175755812710122e-7","1.175755812710122e-7","1.175755812710122e-7","3456","3456","3456","5.690587237539013e-11","5.690587237539013e-11","5.690587237539013e-11"
"172949","","","","","","","3458","3458","3458","5.676846839830496e-11","5.676846839830496e-11","5.676846839830496e-11"
"172999","3459","3459","3459","1.1734997684698101e-7","1.1734997684698101e-7","1.1734997684698101e-7","","","","","",""
"173049","3460","3460","3460","1.1726582016535758e-7","1.1726582016535758e-7","1.1726582016535758e-7","3460","3460","3460","5.6683088778264334e-11","5.6683088778264334e-11","5.6683088778264334e-11"
"173099","3461","3461","3461","1.1718010739514284e-7","1.1718010739514284e-7","1.1718010739514284e-7","","","","","",""
"173149","3462","3462","3462","1.1709595071351941e-7","1.1709595071351941e-7","1.1709595071351941e-7","3462","3462","3462","5.658096560723358e-11","5.658096560723358e-11","5.658096560723358e-11"
"173199","","","","","","","3463","3463","3463","5.652039253289942e-11","5.652039253289942e-11","5.652039253289942e-11"
"173299","3465","3465","3465","1.1683729894684802e-7","1.1683729894684802e-7","1.1683729894684802e-7","","","","","",""
"173349","","","","","","","3466","3466","3466","5.6298941203403174e-11","5.6298941203403174e-11","5.6298941203403174e-11"
"173399","3467","3467","3467","1.1665025567708653e-7","1.1665025567708653e-7","1.1665025567708653e-7","","","","","",""
"173449","3468","3468","3468","1.1655389187126275e-7","1.1655389187126275e-7","1.1655389187126275e-7","3468","3468","3468","5.61995346093358e-11","5.61995346093358e-11","5.61995346093358e-11"
"173499","3469","3469","3469","1.1645072106603038e-7","1.1645072106603038e-7","1.1645072106603038e-7","3469","3469","3469","5.612480619143767e-11","5.612480619143767e-11","5.612480619143767e-11"
"173599","3471","3471","3471","1.1624420181988171e-7","1.1624420181988171e-7","1.1624420181988171e-7","3471","3471","3471","5.598344357538032e-11","5.598344357538032e-11","5.598344357538032e-11"
"173649","3472","3472","3472","1.1613801831344972e-7","1.1613801831344972e-7","1.1613801831344972e-7","3472","3472","3472","5.594407229136955e-11","5.594407229136955e-11","5.594407229136955e-11"
"173749","","","","","","","3474","3474","3474","5.579242970399356e-11","5.579242970399356e-11","5.579242970399356e-11"
"173799","","","","","","","3475","3475","3475","5.5742035987016436e-11","5.5742035987016436e-11","5.5742035987016436e-11"
"173849","3476","3476","3476","1.21556254839561e-7","1.21556254839561e-7","1.21556254839561e-7","","","","","",""
"173949","","","","","","","3478","3478","3478","5.551076612264616e-11","5.551076612264616e-11","5.551076612264616e-11"
"173999","3479","3479","3479","1.1613217765216177e-7","1.1613217765216177e-7","1.1613217765216177e-7","3479","3479","3479","5.543054903967004e-11","5.543054903967004e-11","5.543054903967004e-11"
"174049","3480","3480","3480","1.1524691245767826e-7","1.1524691245767826e-7","1.1524691245767826e-7","","","","","",""
"174099","3481","3481","3481","1.1512694442217253e-7","1.1512694442217253e-7","1.1512694442217253e-7","3481","3481","3481","5.528126220677443e-11","5.528126220677443e-11","5.528126220677443e-11"
"174149","","","","","","","3482","3482","3482","5.5220078509776727e-11","5.5220078509776727e-11","5.5220078509776727e-11"
"174249","","","","","","","3484","3484","3484","5.5056049996782264e-11","5.5056049996782264e-11","5.5056049996782264e-11"
"174299","","","","","","","3485","3485","3485","5.4961021844768254e-11","5.4961021844768254e-11","5.4961021844768254e-11"
"174449","3488","3488","3488","1.1479522754598293e-7","1.1479522754598293e-7","1.1479522754598293e-7","3488","3488","3488","5.489932466962166e-11","5.489932466962166e-11","5.489932466962166e-11"
"174499","3489","3489","3489","1.1422153534113022e-7","1.1422153534113022e-7","1.1422153534113022e-7","","","","","",""
"174549","3490","3490","3490","1.1647710351780916e-7","1.1647710351780916e-7","1.1647710351780916e-7","","","","","",""
"174599","3491","3491","3491","1.1477221306677166e-7","1.1477221306677166e-7","1.1477221306677166e-7","3491","3491","3491","5.4809750488216125e-11","5.4809750488216125e-11","5.4809750488216125e-11"
"174649","","","","","","","3492","3492","3492","5.474841760499949e-11","5.474841760499949e-11","5.474841760499949e-11"
"174699","3493","3493","3493","1.3995932590660232e-7","1.3995932590660232e-7","1.3995932590660232e-7","3493","3493","3493","5.470403990903705e-11","5.470403990903705e-11","5.470403990903705e-11"
"174749","3494","3494","3494","1.1378795505834205e-7","1.1378795505834205e-7","1.1378795505834205e-7","","","","","",""
"174899","3497","3497","3497","1.1483222550623395e-7","1.1483222550623395e-7","1.1483222550623395e-7","","","","","",""
"174949","3498","3498","3498","1.1321779425088607e-7","1.1321779425088607e-7","1.1321779425088607e-7","3498","3498","3498","5.4539348731674764e-11","5.4539348731674764e-11","5.4539348731674764e-11"
"174999","3499","3499","3499","1.1323550808128857e-7","1.1323550808128857e-7","1.1323550808128857e-7","3499","3499","3499","5.4539317506652196e-11","5.4539317506652196e-11","5.4539317506652196e-11"
"175099","3501","3501","3501","1.1288468471093438e-7","1.1288468471093438e-7","1.1288468471093438e-7","3501","3501","3501","5.443909559255111e-11","5.443909559255111e-11","5.443909559255111e-11"
"175149","3502","3502","3502","1.2579943131640903e-7","1.2579943131640903e-7","1.2579943131640903e-7","3502","3502","3502","5.4415430494891837e-11","5.4415430494891837e-11","5.4415430494891837e-11"
"175199","3503","3503","3503","1.1328025806278674e-7","1.1328025806278674e-7","1.1328025806278674e-7","3503","3503","3503","5.4382644221195875e-11","5.4382644221195875e-11","5.4382644221195875e-11"
"175249","","","","","","","3504","3504","3504","5.433314562153235e-11","5.433314562153235e-11","5.433314562153235e-11"
"175299","3505","3505","3505","1.737867734163956e-7","1.737867734163956e-7","1.737867734163956e-7","","","","","",""
"175399","3507","3507","3507","1.1221961671026293e-7","1.1221961671026293e-7","1.1221961671026293e-7","3507","3507","3507","5.419224097247266e-11","5.419224097247266e-11","5.419224097247266e-11"
"175449","3508","3508","3508","1.1422729073728988e-7","1.1422729073728988e-7","1.1422729073728988e-7","3508","3508","3508","5.415887530113572e-11","5.415887530113572e-11","5.415887530113572e-11"
"175499","3509","3509","3509","1.119955612693957e-7","1.119955612693957e-7","1.119955612693957e-7","3509","3509","3509","5.410948078488076e-11","5.410948078488076e-11","5.410948078488076e-11"
"175599","","","","","","","3511","3511","3511","5.4048720360411195e-11","5.4048720360411195e-11","5.4048720360411195e-11"
"175649","3512","3512","3512","1.1247459497099044e-7","1.1247459497099044e-7","1.1247459497099044e-7","3512","3512","3512","5.398313046578451e-11","5.398313046578451e-11","5.398313046578451e-11"
"175699","3513","3513","3513","1.115590677613909e-7","1.115590677613909e-7","1.115590677613909e-7","","","","","",""
"175749","3514","3514","3514","1.1145262845957404e-7","1.1145262845957404e-7","1.1145262845957404e-7","3514","3514","3514","5.388916049509085e-11","5.388916049509085e-11","5.388916049509085e-11"
"175799","3515","3515","3515","1.1987280856828875e-7","1.1987280856828875e-7","1.1987280856828875e-7","3515","3515","3515","5.383662959879132e-11","5.383662959879132e-11","5.383662959879132e-11"
"175849","3516","3516","3516","1.1136028632563466e-7","1.1136028632563466e-7","1.1136028632563466e-7","","","","","",""
"175899","3517","3517","3517","1.1112081921282879e-7","1.1112081921282879e-7","1.1112081921282879e-7","","","","","",""
"175949","3518","3518","3518","1.1104950203844055e-7","1.1104950203844055e-7","1.1104950203844055e-7","","","","","",""
"176049","3520","3520","3520","1.1083712081472186e-7","1.1083712081472186e-7","1.1083712081472186e-7","3520","3520","3520","5.3574922276311554e-11","5.3574922276311554e-11","5.3574922276311554e-11"
"176099","3521","3521","3521","1.1069457173107367e-7","1.1069457173107367e-7","1.1069457173107367e-7","","","","","",""
"176149","3522","3522","3522","1.1537213850942862e-7","1.1537213850942862e-7","1.1537213850942862e-7","","","","","",""
"176199","3523","3523","3523","1.1048041415051557e-7","1.1048041415051557e-7","1.1048041415051557e-7","3523","3523","3523","5.344758663428095e-11","5.344758663428095e-11","5.344758663428095e-11"
"176249","","","","","","","3524","3524","3524","5.3362363139353164e-11","5.3362363139353164e-11","5.3362363139353164e-11"
"176299","3525","3525","3525","1.3695792233647808e-7","1.3695792233647808e-7","1.3695792233647808e-7","3525","3525","3525","5.3314949677307766e-11","5.3314949677307766e-11","5.3314949677307766e-11"
"176349","3526","3526","3526","1.1022684276440486e-7","1.1022684276440486e-7","1.1022684276440486e-7","","","","","",""
"176399","","","","","","","3527","3527","3527","5.318707280155266e-11","5.318707280155266e-11","5.318707280155266e-11"
"176449","","","","","","","3528","3528","3528","5.3148898476740314e-11","5.3148898476740314e-11","5.3148898476740314e-11"
"176499","3529","3529","3529","1.2653227088321728e-7","1.2653227088321728e-7","1.2653227088321728e-7","","","","","",""
"176649","3532","3532","3532","1.207398980795915e-7","1.207398980795915e-7","1.207398980795915e-7","","","","","",""
"176699","","","","","","","3533","3533","3533","5.280671386276303e-11","5.280671386276303e-11","5.280671386276303e-11"
"176749","3534","3534","3534","1.0930644833706538e-7","1.0930644833706538e-7","1.0930644833706538e-7","","","","","",""
"176799","3535","3535","3535","1.092149091164174e-7","1.092149091164174e-7","1.092149091164174e-7","3535","3535","3535","5.266181241081469e-11","5.266181241081469e-11","5.266181241081469e-11"
"176849","3536","3536","3536","1.1369340313649445e-7","1.1369340313649445e-7","1.1369340313649445e-7","3536","3536","3536","5.2627530805482436e-11","5.2627530805482436e-11","5.2627530805482436e-11"
"176949","3538","3538","3538","1.2975010577065405e-7","1.2975010577065405e-7","1.2975010577065405e-7","3538","3538","3538","5.2453149462783344e-11","5.2453149462783344e-11","5.2453149462783344e-11"
"176999","3539","3539","3539","1.0885395340665127e-7","1.0885395340665127e-7","1.0885395340665127e-7","","","","","",""
"177049","","","","","","","3540","3540","3540","5.232140762312376e-11","5.232140762312376e-11","5.232140762312376e-11"
"177149","","","","","","","3542","3542","3542","5.217063586693271e-11","5.217063586693271e-11","5.217063586693271e-11"
"177199","","","","","","","3543","3543","3543","5.210681885969848e-11","5.210681885969848e-11","5.210681885969848e-11"
"177249","3544","3544","3544","1.0826671825725498e-7","1.0826671825725498e-7","1.0826671825725498e-7","","","","","",""
"177299","3545","3545","3545","1.0814149220550462e-7","1.0814149220550462e-7","1.0814149220550462e-7","3545","3545","3545","5.1939522127675275e-11","5.1939522127675275e-11","5.1939522127675275e-11"
"177399","3547","3547","3547","1.1214689976668524e-7","1.1214689976668524e-7","1.1214689976668524e-7","","","","","",""
"177449","3548","3548","3548","1.0781561599060296e-7","1.0781561599060296e-7","1.0781561599060296e-7","3548","3548","3548","5.1708262671645855e-11","5.1708262671645855e-11","5.1708262671645855e-11"
"177499","","","","","","","3549","3549","3549","5.168145078560116e-11","5.168145078560116e-11","5.168145078560116e-11"
"177549","3550","3550","3550","1.0759519852854282e-7","1.0759519852854282e-7","1.0759519852854282e-7","3550","3550","3550","5.166997038563714e-11","5.166997038563714e-11","5.166997038563714e-11"
"177599","3551","3551","3551","1.238863376329391e-7","1.238863376329391e-7","1.238863376329391e-7","3551","3551","3551","5.161760602279131e-11","5.161760602279131e-11","5.161760602279131e-11"
"177699","","","","","","","3553","3553","3553","5.1602864342692456e-11","5.1602864342692456e-11","5.1602864342692456e-11"
"177749","","","","","","","3554","3554","3554","5.158053151266273e-11","5.158053151266273e-11","5.158053151266273e-11"
"177799","3555","3555","3555","1.2274310279281053e-7","1.2274310279281053e-7","1.2274310279281053e-7","3555","3555","3555","5.153768037335915e-11","5.153768037335915e-11","5.153768037335915e-11"
"177899","3557","3557","3557","1.0685884177519256e-7","1.0685884177519256e-7","1.0685884177519256e-7","3557","3557","3557","5.149721968300547e-11","5.149721968300547e-11","5.149721968300547e-11"
"177949","","","","","","","3558","3558","3558","5.1454875082956875e-11","5.1454875082956875e-11","5.1454875082956875e-11"
"177999","3559","3559","3559","1.0691895369063786e-7","1.0691895369063786e-7","1.0691895369063786e-7","","","","","",""
"178199","3563","3563","3563","1.0625234381222981e-7","1.0625234381222981e-7","1.0625234381222981e-7","","","","","",""
"178299","3565","3565","3565","1.0642408909689038e-7","1.0642408909689038e-7","1.0642408909689038e-7","3565","3565","3565","5.1216586527402796e-11","5.1216586527402796e-11","5.1216586527402796e-11"
"178349","3566","3566","3566","1.0592204091608437e-7","1.0592204091608437e-7","1.0592204091608437e-7","","","","","",""
"178399","3567","3567","3567","1.0783226400690182e-7","1.0783226400690182e-7","1.0783226400690182e-7","3567","3567","3567","5.1136948842067653e-11","5.1136948842067653e-11","5.1136948842067653e-11"
"178449","3568","3568","3568","1.0579005049748957e-7","1.0579005049748957e-7","1.0579005049748957e-7","3568","3568","3568","5.113760456754157e-11","5.113760456754157e-11","5.113760456754157e-11"
"178499","3569","3569","3569","1.0563706354105307e-7","1.0563706354105307e-7","1.0563706354105307e-7","3569","3569","3569","5.1098399816984497e-11","5.1098399816984497e-11","5.1098399816984497e-11"
"178549","3570","3570","3570","1.070648636414262e-7","1.070648636414262e-7","1.070648636414262e-7","3570","3570","3570","5.103800368444489e-11","5.103800368444489e-11","5.103800368444489e-11"
"178649","","","","","","","3572","3572","3572","5.099506927841446e-11","5.099506927841446e-11","5.099506927841446e-11"
"178699","3573","3573","3573","1.0826488505699672e-7","1.0826488505699672e-7","1.0826488505699672e-7","","","","","",""
"178749","3574","3574","3574","1.0513074499840513e-7","1.0513074499840513e-7","1.0513074499840513e-7","","","","","",""
"178899","3577","3577","3577","1.0596035338039655e-7","1.0596035338039655e-7","1.0596035338039655e-7","3577","3577","3577","5.080368070675689e-11","5.080368070675689e-11","5.080368070675689e-11"
"178949","3578","3578","3578","1.0469628364262462e-7","1.0469628364262462e-7","1.0469628364262462e-7","","","","","",""
"178999","3579","3579","3579","1.0506037995128281e-7","1.0506037995128281e-7","1.0506037995128281e-7","3579","3579","3579","5.067764263788632e-11","5.067764263788632e-11","5.067764263788632e-11"
"179049","","","","","","","3580","3580","3580","5.0640370369281484e-11","5.0640370369281484e-11","5.0640370369281484e-11"
"179099","3581","3581","3581","1.043811437284603e-7","1.043811437284603e-7","1.043811437284603e-7","3581","3581","3581","5.0605259566127714e-11","5.0605259566127714e-11","5.0605259566127714e-11"
