Sourcefile	20240122 134816 RI_Tuana.qmp
Exporttime	1.22.2024 01:49:35.311 

Start Time	1.22.2024 01:49:03.759 
End Time	1.22.2024 01:49:10.050 

		H2			He			Ar	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	
1.22.2024 01:49:03.759 	0.000	7.584620e-007	1.22.2024 01:49:03.808 	0.050	2.096806e-008	1.22.2024 01:49:03.858 	0.100	5.519130e-012
1.22.2024 01:49:03.909 	0.150	7.585385e-007	1.22.2024 01:49:03.959 	0.200	2.096966e-008	1.22.2024 01:49:04.009 	0.251	5.276591e-012
1.22.2024 01:49:04.061 	0.302	7.585918e-007	1.22.2024 01:49:04.111 	0.352	2.098752e-008	1.22.2024 01:49:04.160 	0.402	5.378510e-012
1.22.2024 01:49:04.210 	0.452	7.582789e-007	1.22.2024 01:49:04.261 	0.502	2.095135e-008	1.22.2024 01:49:04.311 	0.552	5.508982e-012
1.22.2024 01:49:04.360 	0.602	7.582637e-007	1.22.2024 01:49:04.410 	0.652	2.096517e-008	1.22.2024 01:49:04.461 	0.702	5.591304e-012
1.22.2024 01:49:04.511 	0.752	7.579813e-007	1.22.2024 01:49:04.560 	0.802	2.095043e-008	1.22.2024 01:49:04.611 	0.853	5.463459e-012
1.22.2024 01:49:04.662 	0.903	7.582482e-007	1.22.2024 01:49:04.712 	0.953	2.097241e-008	1.22.2024 01:49:04.761 	1.003	5.443520e-012
1.22.2024 01:49:04.813 	1.054	7.578134e-007	1.22.2024 01:49:04.863 	1.104	2.097363e-008	1.22.2024 01:49:04.912 	1.154	5.305489e-012
1.22.2024 01:49:04.962 	1.204	7.584621e-007	1.22.2024 01:49:05.013 	1.254	2.095157e-008	1.22.2024 01:49:05.063 	1.304	5.200442e-012
1.22.2024 01:49:05.112 	1.354	7.583016e-007	1.22.2024 01:49:05.162 	1.404	2.096837e-008	1.22.2024 01:49:05.214 	1.455	5.141007e-012
1.22.2024 01:49:05.264 	1.505	7.586223e-007	1.22.2024 01:49:05.313 	1.555	2.096646e-008	1.22.2024 01:49:05.363 	1.605	5.345310e-012
1.22.2024 01:49:05.414 	1.655	7.588588e-007	1.22.2024 01:49:05.464 	1.705	2.097478e-008	1.22.2024 01:49:05.513 	1.755	5.293935e-012
1.22.2024 01:49:05.564 	1.805	7.581643e-007	1.22.2024 01:49:05.614 	1.855	2.096531e-008	1.22.2024 01:49:05.664 	1.906	5.392292e-012
1.22.2024 01:49:05.714 	1.956	7.582560e-007	1.22.2024 01:49:05.765 	2.006	2.093685e-008	1.22.2024 01:49:05.815 	2.056	5.179702e-012
1.22.2024 01:49:05.864 	2.106	7.584773e-007	1.22.2024 01:49:05.914 	2.156	2.096646e-008	1.22.2024 01:49:05.965 	2.206	5.297577e-012
1.22.2024 01:49:06.016 	2.257	7.577523e-007	1.22.2024 01:49:06.064 	2.306	2.096035e-008	1.22.2024 01:49:06.114 	2.356	5.144389e-012
1.22.2024 01:49:06.166 	2.407	7.586224e-007	1.22.2024 01:49:06.216 	2.457	2.098584e-008	1.22.2024 01:49:06.265 	2.507	5.197031e-012
1.22.2024 01:49:06.317 	2.558	7.585306e-007	1.22.2024 01:49:06.367 	2.608	2.097027e-008	1.22.2024 01:49:06.416 	2.658	5.326975e-012
1.22.2024 01:49:06.466 	2.708	7.585688e-007	1.22.2024 01:49:06.517 	2.758	2.096478e-008	1.22.2024 01:49:06.567 	2.808	4.980695e-012
1.22.2024 01:49:06.616 	2.858	7.584925e-007	1.22.2024 01:49:06.666 	2.908	2.098927e-008	1.22.2024 01:49:06.717 	2.958	5.213619e-012
1.22.2024 01:49:06.768 	3.009	7.583627e-007	1.22.2024 01:49:06.817 	3.059	2.097523e-008	1.22.2024 01:49:06.867 	3.109	5.048499e-012
1.22.2024 01:49:06.918 	3.159	7.584086e-007	1.22.2024 01:49:06.968 	3.209	2.096577e-008	1.22.2024 01:49:07.017 	3.259	5.064582e-012
1.22.2024 01:49:07.069 	3.310	7.583170e-007	1.22.2024 01:49:07.119 	3.360	2.097599e-008	1.22.2024 01:49:07.168 	3.410	5.169166e-012
1.22.2024 01:49:07.218 	3.460	7.583095e-007	1.22.2024 01:49:07.269 	3.510	2.097592e-008	1.22.2024 01:49:07.319 	3.560	5.007890e-012
1.22.2024 01:49:07.369 	3.611	7.579736e-007	1.22.2024 01:49:07.420 	3.661	2.096936e-008	1.22.2024 01:49:07.470 	3.711	5.035573e-012
1.22.2024 01:49:07.520 	3.762	7.576380e-007	1.22.2024 01:49:07.570 	3.812	2.097195e-008	1.22.2024 01:49:07.621 	3.862	5.041265e-012
1.22.2024 01:49:07.671 	3.912	7.582177e-007	1.22.2024 01:49:07.720 	3.962	2.096158e-008	1.22.2024 01:49:07.770 	4.012	5.065927e-012
1.22.2024 01:49:07.821 	4.062	7.581797e-007	1.22.2024 01:49:07.871 	4.112	2.095287e-008	1.22.2024 01:49:07.920 	4.162	4.814117e-012
1.22.2024 01:49:07.970 	4.212	7.581263e-007	1.22.2024 01:49:08.021 	4.262	2.096996e-008	1.22.2024 01:49:08.072 	4.313	4.895138e-012
