Sourcefile	20240122 134514 RI_Tuana.qmp
Exporttime	1.22.2024 01:46:30.963 

Start Time	1.22.2024 01:46:04.850 
End Time	1.22.2024 01:46:11.153 

		H2			He			Ar	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	
1.22.2024 01:46:04.849 	0.000	7.746381e-007	1.22.2024 01:46:04.899 	0.050	2.142038e-008	1.22.2024 01:46:04.950 	0.100	5.560151e-012
1.22.2024 01:46:05.000 	0.151	7.748902e-007	1.22.2024 01:46:05.050 	0.201	2.141542e-008	1.22.2024 01:46:05.101 	0.251	5.702679e-012
1.22.2024 01:46:05.151 	0.301	7.742949e-007	1.22.2024 01:46:05.200 	0.351	2.141619e-008	1.22.2024 01:46:05.250 	0.401	5.607275e-012
1.22.2024 01:46:05.301 	0.451	7.745618e-007	1.22.2024 01:46:05.351 	0.501	2.141650e-008	1.22.2024 01:46:05.400 	0.551	5.341150e-012
1.22.2024 01:46:05.450 	0.601	7.742723e-007	1.22.2024 01:46:05.501 	0.651	2.140612e-008	1.22.2024 01:46:05.551 	0.701	5.276874e-012
1.22.2024 01:46:05.601 	0.752	7.750272e-007	1.22.2024 01:46:05.651 	0.802	2.143016e-008	1.22.2024 01:46:05.702 	0.852	5.500517e-012
1.22.2024 01:46:05.752 	0.902	7.750427e-007	1.22.2024 01:46:05.801 	0.952	2.140185e-008	1.22.2024 01:46:05.852 	1.002	5.551368e-012
1.22.2024 01:46:05.902 	1.052	7.744779e-007	1.22.2024 01:46:05.952 	1.102	2.140634e-008	1.22.2024 01:46:06.002 	1.153	5.478285e-012
1.22.2024 01:46:06.053 	1.203	7.744245e-007	1.22.2024 01:46:06.103 	1.253	2.141748e-008	1.22.2024 01:46:06.152 	1.303	5.460552e-012
1.22.2024 01:46:06.202 	1.353	7.752410e-007	1.22.2024 01:46:06.253 	1.403	2.139589e-008	1.22.2024 01:46:06.303 	1.453	5.546942e-012
1.22.2024 01:46:06.353 	1.504	7.751801e-007	1.22.2024 01:46:06.403 	1.554	2.140543e-008	1.22.2024 01:46:06.458 	1.609	5.062445e-012
1.22.2024 01:46:06.510 	1.660	7.753403e-007	1.22.2024 01:46:06.560 	1.710	2.140665e-008	1.22.2024 01:46:06.609 	1.760	5.212313e-012
1.22.2024 01:46:06.659 	1.810	7.742719e-007	1.22.2024 01:46:06.710 	1.860	2.139704e-008	1.22.2024 01:46:06.760 	1.910	5.314949e-012
1.22.2024 01:46:06.810 	1.961	7.749587e-007	1.22.2024 01:46:06.861 	2.011	2.143473e-008	1.22.2024 01:46:06.911 	2.061	5.426183e-012
1.22.2024 01:46:06.960 	2.111	7.753171e-007	1.22.2024 01:46:07.011 	2.162	2.143038e-008	1.22.2024 01:46:07.063 	2.213	5.187972e-012
1.22.2024 01:46:07.112 	2.263	7.749513e-007	1.22.2024 01:46:07.162 	2.313	2.144091e-008	1.22.2024 01:46:07.213 	2.363	5.438309e-012
1.22.2024 01:46:07.264 	2.414	7.748978e-007	1.22.2024 01:46:07.313 	2.464	2.140978e-008	1.22.2024 01:46:07.363 	2.514	5.418768e-012
1.22.2024 01:46:07.414 	2.564	7.747603e-007	1.22.2024 01:46:07.464 	2.614	2.141696e-008	1.22.2024 01:46:07.514 	2.665	5.492210e-012
1.22.2024 01:46:07.565 	2.715	7.750198e-007	1.22.2024 01:46:07.615 	2.765	2.139711e-008	1.22.2024 01:46:07.664 	2.815	5.175681e-012
1.22.2024 01:46:07.714 	2.865	7.747909e-007	1.22.2024 01:46:07.765 	2.915	2.140253e-008	1.22.2024 01:46:07.815 	2.965	5.087139e-012
1.22.2024 01:46:07.864 	3.015	7.744018e-007	1.22.2024 01:46:07.914 	3.065	2.142725e-008	1.22.2024 01:46:07.965 	3.115	5.304846e-012
1.22.2024 01:46:08.015 	3.165	7.751495e-007	1.22.2024 01:46:08.064 	3.215	2.142534e-008	1.22.2024 01:46:08.114 	3.265	5.355261e-012
1.22.2024 01:46:08.166 	3.316	7.752104e-007	1.22.2024 01:46:08.216 	3.366	2.140649e-008	1.22.2024 01:46:08.266 	3.417	5.181425e-012
1.22.2024 01:46:08.317 	3.467	7.750123e-007	1.22.2024 01:46:08.367 	3.517	2.141886e-008	1.22.2024 01:46:08.416 	3.567	5.101200e-012
1.22.2024 01:46:08.466 	3.617	7.749054e-007	1.22.2024 01:46:08.517 	3.667	2.140269e-008	1.22.2024 01:46:08.567 	3.717	5.152774e-012
1.22.2024 01:46:08.616 	3.767	7.746230e-007	1.22.2024 01:46:08.666 	3.817	2.139276e-008	1.22.2024 01:46:08.718 	3.868	5.002616e-012
1.22.2024 01:46:08.768 	3.918	7.749051e-007	1.22.2024 01:46:08.817 	3.968	2.140223e-008	1.22.2024 01:46:08.867 	4.018	4.943200e-012
1.22.2024 01:46:08.918 	4.068	7.744092e-007	1.22.2024 01:46:08.968 	4.118	2.140566e-008	1.22.2024 01:46:09.018 	4.169	4.817651e-012
1.22.2024 01:46:09.069 	4.219	7.746689e-007	1.22.2024 01:46:09.119 	4.269	2.140749e-008	1.22.2024 01:46:09.168 	4.319	5.131441e-012
1.22.2024 01:46:09.218 	4.369	7.748750e-007	1.22.2024 01:46:09.269 	4.419	2.141711e-008	1.22.2024 01:46:09.320 	4.470	5.092342e-012
1.22.2024 01:46:09.369 	4.520	7.752182e-007	1.22.2024 01:46:09.420 	4.570	2.139123e-008	1.22.2024 01:46:09.470 	4.620	4.967793e-012
1.22.2024 01:46:09.520 	4.671	7.749892e-007	1.22.2024 01:46:09.570 	4.721	2.141016e-008	1.22.2024 01:46:09.621 	4.771	4.994186e-012
1.22.2024 01:46:09.672 	4.822	7.748445e-007	1.22.2024 01:46:09.721 	4.872	2.141596e-008	1.22.2024 01:46:09.777 	4.928	4.609702e-012
1.22.2024 01:46:09.827 	4.978	7.750194e-007	1.22.2024 01:46:09.879 	5.029	2.140642e-008	1.22.2024 01:46:09.928 	5.079	5.038900e-012
1.22.2024 01:46:09.978 	5.129	7.748824e-007	1.22.2024 01:46:10.029 	5.179	2.142581e-008	1.22.2024 01:46:10.080 	5.230	5.180847e-012
1.22.2024 01:46:10.129 	5.280	7.747909e-007	1.22.2024 01:46:10.179 	5.330	2.137964e-008	1.22.2024 01:46:10.230 	5.380	4.863402e-012
1.22.2024 01:46:10.280 	5.430	7.745087e-007	1.22.2024 01:46:10.329 	5.480	2.141008e-008	1.22.2024 01:46:10.381 	5.531	4.953127e-012
1.22.2024 01:46:10.431 	5.581	7.745924e-007	1.22.2024 01:46:10.480 	5.631	2.140825e-008	1.22.2024 01:46:10.530 	5.681	4.939514e-012
1.22.2024 01:46:10.582 	5.732	7.750731e-007	1.22.2024 01:46:10.632 	5.782	2.140482e-008	1.22.2024 01:46:10.681 	5.832	4.717267e-012
1.22.2024 01:46:10.732 	5.882	7.750961e-007	1.22.2024 01:46:10.782 	5.932	2.142687e-008	1.22.2024 01:46:10.832 	5.983	4.632459e-012
1.22.2024 01:46:10.881 	6.032	7.751190e-007	1.22.2024 01:46:10.931 	6.082	2.142489e-008	1.22.2024 01:46:10.983 	6.133	4.990820e-012
1.22.2024 01:46:11.032 	6.183	7.750273e-007	1.22.2024 01:46:11.082 	6.233	2.142367e-008	1.22.2024 01:46:11.133 	6.283	4.796408e-012
