"Spectra International Data File"
"[Scan Data (Pressures in mbar)]"
"Time"	"Mass 2"	"Mass 8"	"Mass 4"	"Mass 12"	"Mass 40"	"Mass 43"	"CirrusPressure"	
"20.10.2023 11:27:55.948"	1.0596e-011	7.6903e-014	6.4934e-013	6.9355e-014	3.1626e-015	2.6226e-016	9.5066e-006	
"20.10.2023 11:27:56.231"	1.0675e-011	7.7799e-014	6.4135e-013	6.8431e-014	3.3164e-015	4.1604e-016	9.5046e-006	
"20.10.2023 11:27:56.515"	1.0578e-011	7.7944e-014	6.4585e-013	6.4974e-014	3.1877e-015	4.8518e-016	9.5046e-006	
"20.10.2023 11:27:56.798"	1.0592e-011	7.7488e-014	6.5277e-013	6.7854e-014	3.1078e-015	3.4452e-016	9.5046e-006	
"20.10.2023 11:27:57.082"	1.0661e-011	7.6666e-014	6.3860e-013	6.9294e-014	3.3379e-015	3.9458e-016	9.5046e-006	
"20.10.2023 11:27:57.365"	1.0630e-011	7.8092e-014	6.4702e-013	7.1194e-014	3.4285e-015	4.4108e-016	9.4945e-006	
"20.10.2023 11:27:57.649"	1.0578e-011	7.7817e-014	6.4886e-013	7.2589e-014	3.1769e-015	3.3260e-016	9.4945e-006	
"20.10.2023 11:27:57.932"	1.0645e-011	7.8214e-014	6.3474e-013	7.2719e-014	3.3391e-015	4.3273e-016	9.4945e-006	
"20.10.2023 11:27:58.216"	1.0701e-011	7.8383e-014	6.4315e-013	7.1907e-014	3.3713e-015	2.8730e-016	9.4872e-006	
"20.10.2023 11:27:58.499"	1.0570e-011	7.7134e-014	6.5089e-013	7.0663e-014	3.3355e-015	3.5167e-016	9.4872e-006	
"20.10.2023 11:27:58.782"	1.0649e-011	7.6207e-014	6.3961e-013	6.8725e-014	3.1519e-015	4.4942e-016	9.4872e-006	
"20.10.2023 11:27:59.066"	1.0725e-011	7.7192e-014	6.4121e-013	7.0576e-014	3.4154e-015	2.3961e-016	9.4872e-006	
"20.10.2023 11:27:59.349"	1.0546e-011	7.7936e-014	6.4764e-013	6.9137e-014	3.1030e-015	3.4213e-016	9.5061e-006	
"20.10.2023 11:27:59.633"	1.0629e-011	7.7590e-014	6.4259e-013	7.0172e-014	3.3701e-015	4.0174e-016	9.5061e-006	
"20.10.2023 11:27:59.916"	1.0724e-011	7.5659e-014	6.4298e-013	6.8887e-014	3.2902e-015	3.2663e-016	9.5061e-006	
"20.10.2023 11:28:00.200"	1.0538e-011	7.8668e-014	6.4483e-013	6.8198e-014	3.3105e-015	4.6611e-016	9.5061e-006	
"20.10.2023 11:28:00.484"	1.0622e-011	7.7449e-014	6.4470e-013	7.1842e-014	3.4011e-015	3.9339e-016	9.5057e-006	
"20.10.2023 11:28:00.769"	1.0725e-011	7.5085e-014	6.4006e-013	7.4104e-014	3.1519e-015	3.0399e-016	9.5057e-006	
"20.10.2023 11:28:01.052"	1.0535e-011	7.7067e-014	6.5043e-013	6.4574e-014	3.1471e-015	3.7074e-016	9.5057e-006	
"20.10.2023 11:28:01.338"	1.0615e-011	7.6656e-014	6.4353e-013	7.1000e-014	3.1173e-015	3.6240e-016	9.5057e-006	
"20.10.2023 11:28:01.623"	1.0707e-011	7.7142e-014	6.4501e-013	7.1436e-014	3.3224e-015	3.3260e-016	9.5078e-006	
"20.10.2023 11:28:01.907"	1.0540e-011	7.7910e-014	6.4947e-013	7.1436e-014	3.0184e-015	3.9697e-016	9.5078e-006	
"20.10.2023 11:28:02.190"	1.0627e-011	7.6884e-014	6.4584e-013	7.0224e-014	3.2306e-015	2.8849e-016	9.5078e-006	
"20.10.2023 11:28:02.474"	1.0689e-011	7.6231e-014	6.4310e-013	6.9143e-014	3.2461e-015	1.7881e-016	9.5078e-006	
"20.10.2023 11:28:02.757"	1.0518e-011	7.7995e-014	6.4884e-013	6.8476e-014	3.0625e-015	3.3379e-016	9.5094e-006	
"20.10.2023 11:28:03.041"	1.0625e-011	7.7385e-014	6.4601e-013	7.0205e-014	3.3271e-015	3.5405e-016	9.5094e-006	
"20.10.2023 11:28:03.324"	1.0695e-011	7.6565e-014	6.3953e-013	6.8943e-014	3.3271e-015	3.5405e-016	9.5094e-006	
"20.10.2023 11:28:03.607"	1.0495e-011	7.8475e-014	6.3772e-013	6.5201e-014	2.2146e-013	2.5771e-014	9.5094e-006	
"20.10.2023 11:28:03.891"	1.0239e-011	7.9637e-014	5.9670e-013	7.0974e-014	1.2162e-012	7.5235e-014	9.5094e-006	
