Sourcefile	20240122 133906 RI_Tuana.qmp
Exporttime	1.22.2024 01:40:19.509 

Start Time	1.22.2024 01:39:55.079 
End Time	1.22.2024 01:40:01.328 

		H2			He			Ar	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	
1.22.2024 01:39:55.079 	0.000	7.818645e-007	1.22.2024 01:39:55.128 	0.050	2.155972e-008	1.22.2024 01:39:55.178 	0.100	5.473850e-012
1.22.2024 01:39:55.230 	0.151	7.822152e-007	1.22.2024 01:39:55.280 	0.201	2.158222e-008	1.22.2024 01:39:55.328 	0.250	5.672262e-012
1.22.2024 01:39:55.378 	0.300	7.813682e-007	1.22.2024 01:39:55.429 	0.350	2.157817e-008	1.22.2024 01:39:55.480 	0.401	5.531727e-012
1.22.2024 01:39:55.529 	0.451	7.816736e-007	1.22.2024 01:39:55.578 	0.500	2.157932e-008	1.22.2024 01:39:55.630 	0.551	5.477483e-012
1.22.2024 01:39:55.680 	0.601	7.816735e-007	1.22.2024 01:39:55.729 	0.651	2.156719e-008	1.22.2024 01:39:55.779 	0.701	5.281276e-012
1.22.2024 01:39:55.830 	0.751	7.815437e-007	1.22.2024 01:39:55.880 	0.801	2.157147e-008	1.22.2024 01:39:55.929 	0.851	5.262491e-012
1.22.2024 01:39:55.981 	0.902	7.813986e-007	1.22.2024 01:39:56.031 	0.952	2.155612e-008	1.22.2024 01:39:56.080 	1.002	5.368499e-012
1.22.2024 01:39:56.130 	1.052	7.812462e-007	1.22.2024 01:39:56.181 	1.102	2.156727e-008	1.22.2024 01:39:56.232 	1.153	5.440568e-012
1.22.2024 01:39:56.281 	1.203	7.810629e-007	1.22.2024 01:39:56.332 	1.253	2.155994e-008	1.22.2024 01:39:56.383 	1.304	5.396997e-012
1.22.2024 01:39:56.432 	1.354	7.812308e-007	1.22.2024 01:39:56.482 	1.404	2.158085e-008	1.22.2024 01:39:56.533 	1.454	5.382752e-012
1.22.2024 01:39:56.584 	1.505	7.809791e-007	1.22.2024 01:39:56.633 	1.555	2.157268e-008	1.22.2024 01:39:56.684 	1.605	5.264963e-012
1.22.2024 01:39:56.735 	1.656	7.805369e-007	1.22.2024 01:39:56.784 	1.706	2.155575e-008	1.22.2024 01:39:56.834 	1.756	5.308952e-012
1.22.2024 01:39:56.885 	1.806	7.808264e-007	1.22.2024 01:39:56.936 	1.857	2.156094e-008	1.22.2024 01:39:56.985 	1.907	5.351263e-012
1.22.2024 01:39:57.036 	1.957	7.806891e-007	1.22.2024 01:39:57.086 	2.007	2.157437e-008	1.22.2024 01:39:57.136 	2.057	5.166356e-012
1.22.2024 01:39:57.186 	2.108	7.808952e-007	1.22.2024 01:39:57.237 	2.158	2.157703e-008	1.22.2024 01:39:57.287 	2.208	5.288579e-012
1.22.2024 01:39:57.336 	2.258	7.808341e-007	1.22.2024 01:39:57.386 	2.308	2.157474e-008	1.22.2024 01:39:57.437 	2.358	5.242842e-012
1.22.2024 01:39:57.487 	2.408	7.811391e-007	1.22.2024 01:39:57.536 	2.458	2.156185e-008	1.22.2024 01:39:57.586 	2.508	5.311813e-012
1.22.2024 01:39:57.637 	2.558	7.813758e-007	1.22.2024 01:39:57.687 	2.608	2.158680e-008	1.22.2024 01:39:57.736 	2.658	5.093182e-012
1.22.2024 01:39:57.786 	2.708	7.807197e-007	1.22.2024 01:39:57.837 	2.758	2.158292e-008	1.22.2024 01:39:57.891 	2.813	4.839299e-012
1.22.2024 01:39:57.943 	2.864	7.813223e-007	1.22.2024 01:39:57.992 	2.914	2.158329e-008	1.22.2024 01:39:58.042 	2.964	5.287673e-012
1.22.2024 01:39:58.093 	3.014	7.811393e-007	1.22.2024 01:39:58.143 	3.064	2.157474e-008	1.22.2024 01:39:58.193 	3.115	5.151242e-012
1.22.2024 01:39:58.243 	3.165	7.809105e-007	1.22.2024 01:39:58.294 	3.215	2.155308e-008	1.22.2024 01:39:58.344 	3.266	4.989165e-012
1.22.2024 01:39:58.394 	3.316	7.806509e-007	1.22.2024 01:39:58.445 	3.366	2.156346e-008	1.22.2024 01:39:58.495 	3.416	4.992209e-012
1.22.2024 01:39:58.544 	3.466	7.804829e-007	1.22.2024 01:39:58.594 	3.516	2.157795e-008	1.22.2024 01:39:58.645 	3.566	5.135020e-012
1.22.2024 01:39:58.696 	3.617	7.808649e-007	1.22.2024 01:39:58.745 	3.667	2.157238e-008	1.22.2024 01:39:58.797 	3.718	5.129754e-012
1.22.2024 01:39:58.847 	3.768	7.808340e-007	1.22.2024 01:39:58.897 	3.819	2.156665e-008	1.22.2024 01:39:58.947 	3.869	5.106924e-012
1.22.2024 01:39:58.998 	3.919	7.806206e-007	1.22.2024 01:39:59.048 	3.969	2.156300e-008	1.22.2024 01:39:59.097 	4.019	4.784971e-012
1.22.2024 01:39:59.148 	4.069	7.805288e-007	1.22.2024 01:39:59.198 	4.119	2.158635e-008	1.22.2024 01:39:59.248 	4.169	5.039694e-012
1.22.2024 01:39:59.297 	4.219	7.804526e-007	1.22.2024 01:39:59.349 	4.270	2.158955e-008	1.22.2024 01:39:59.399 	4.320	5.013033e-012
1.22.2024 01:39:59.448 	4.370	7.804680e-007	1.22.2024 01:39:59.498 	4.420	2.156895e-008	1.22.2024 01:39:59.549 	4.470	4.920744e-012
1.22.2024 01:39:59.600 	4.521	7.804146e-007	1.22.2024 01:39:59.649 	4.571	2.156178e-008	1.22.2024 01:39:59.699 	4.621	4.840840e-012
1.22.2024 01:39:59.750 	4.671	7.801094e-007	1.22.2024 01:39:59.800 	4.722	2.156560e-008	1.22.2024 01:39:59.850 	4.772	4.940391e-012
1.22.2024 01:39:59.901 	4.822	7.802084e-007	1.22.2024 01:39:59.951 	4.872	2.153842e-008	1.22.2024 01:40:00.006 	4.927	4.719594e-012
1.22.2024 01:40:00.056 	4.977	7.807960e-007	1.22.2024 01:40:00.105 	5.027	2.154881e-008	1.22.2024 01:40:00.156 	5.077	4.773906e-012
1.22.2024 01:40:00.206 	5.127	7.805137e-007	1.22.2024 01:40:00.256 	5.177	2.154910e-008	1.22.2024 01:40:00.305 	5.227	5.045842e-012
1.22.2024 01:40:00.355 	5.277	7.800634e-007	1.22.2024 01:40:00.406 	5.327	2.153667e-008	1.22.2024 01:40:00.456 	5.377	4.921545e-012
1.22.2024 01:40:00.506 	5.428	7.799948e-007	1.22.2024 01:40:00.557 	5.478	2.155819e-008	1.22.2024 01:40:00.607 	5.528	4.717793e-012
