Sourcefile	20240122 134646 RI_Tuana.qmp
Exporttime	1.22.2024 01:48:00.316 

Start Time	1.22.2024 01:47:37.078 
End Time	1.22.2024 01:47:43.260 

		H2			He			Ar	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	
1.22.2024 01:47:37.078 	0.000	8.390904e-007	1.22.2024 01:47:37.128 	0.050	2.087803e-008	1.22.2024 01:47:37.177 	0.100	3.579187e-008
1.22.2024 01:47:37.228 	0.150	8.386040e-007	1.22.2024 01:47:37.278 	0.200	2.087275e-008	1.22.2024 01:47:37.328 	0.250	3.581851e-008
1.22.2024 01:47:37.377 	0.300	8.396084e-007	1.22.2024 01:47:37.427 	0.350	2.086200e-008	1.22.2024 01:47:37.478 	0.400	3.583727e-008
1.22.2024 01:47:37.528 	0.450	8.397374e-007	1.22.2024 01:47:37.577 	0.500	2.086154e-008	1.22.2024 01:47:37.629 	0.551	3.585575e-008
1.22.2024 01:47:37.679 	0.601	8.393855e-007	1.22.2024 01:47:37.728 	0.651	2.088871e-008	1.22.2024 01:47:37.778 	0.701	3.583484e-008
1.22.2024 01:47:37.829 	0.751	8.393832e-007	1.22.2024 01:47:37.879 	0.801	2.086474e-008	1.22.2024 01:47:37.928 	0.851	3.583203e-008
1.22.2024 01:47:37.978 	0.901	8.397150e-007	1.22.2024 01:47:38.029 	0.951	2.089717e-008	1.22.2024 01:47:38.079 	1.001	3.584048e-008
1.22.2024 01:47:38.128 	1.051	8.399371e-007	1.22.2024 01:47:38.178 	1.101	2.086764e-008	1.22.2024 01:47:38.230 	1.152	3.584751e-008
1.22.2024 01:47:38.280 	1.202	8.393312e-007	1.22.2024 01:47:38.329 	1.252	2.087443e-008	1.22.2024 01:47:38.380 	1.302	3.581141e-008
1.22.2024 01:47:38.430 	1.352	8.390703e-007	1.22.2024 01:47:38.480 	1.402	2.085772e-008	1.22.2024 01:47:38.528 	1.451	3.582606e-008
1.22.2024 01:47:38.578 	1.501	8.394664e-007	1.22.2024 01:47:38.629 	1.551	2.086627e-008	1.22.2024 01:47:38.680 	1.602	3.586102e-008
1.22.2024 01:47:38.729 	1.652	8.397044e-007	1.22.2024 01:47:38.780 	1.702	2.087383e-008	1.22.2024 01:47:38.830 	1.752	3.585026e-008
1.22.2024 01:47:38.880 	1.802	8.395036e-007	1.22.2024 01:47:38.929 	1.852	2.088535e-008	1.22.2024 01:47:38.979 	1.902	3.585627e-008
1.22.2024 01:47:39.030 	1.952	8.394793e-007	1.22.2024 01:47:39.080 	2.003	2.087856e-008	1.22.2024 01:47:39.130 	2.053	3.583071e-008
1.22.2024 01:47:39.181 	2.103	8.396333e-007	1.22.2024 01:47:39.231 	2.153	2.088626e-008	1.22.2024 01:47:39.280 	2.203	3.584010e-008
1.22.2024 01:47:39.330 	2.253	8.398212e-007	1.22.2024 01:47:39.381 	2.303	2.087123e-008	1.22.2024 01:47:39.432 	2.354	3.584834e-008
1.22.2024 01:47:39.481 	2.404	8.391785e-007	1.22.2024 01:47:39.532 	2.454	2.087229e-008	1.22.2024 01:47:39.582 	2.504	3.583438e-008
1.22.2024 01:47:39.632 	2.554	8.391091e-007	1.22.2024 01:47:39.681 	2.604	2.086627e-008	1.22.2024 01:47:39.731 	2.654	3.583560e-008
1.22.2024 01:47:39.783 	2.705	8.398074e-007	1.22.2024 01:47:39.832 	2.755	2.087322e-008	1.22.2024 01:47:39.882 	2.805	3.584338e-008
1.22.2024 01:47:39.933 	2.855	8.397556e-007	1.22.2024 01:47:39.983 	2.905	2.088840e-008	1.22.2024 01:47:40.032 	2.955	3.583537e-008
1.22.2024 01:47:40.082 	3.005	8.396860e-007	1.22.2024 01:47:40.134 	3.056	2.089466e-008	1.22.2024 01:47:40.184 	3.106	3.587954e-008
1.22.2024 01:47:40.233 	3.156	8.397051e-007	1.22.2024 01:47:40.284 	3.206	2.089733e-008	1.22.2024 01:47:40.334 	3.256	3.588116e-008
1.22.2024 01:47:40.384 	3.306	8.401064e-007	1.22.2024 01:47:40.433 	3.356	2.088542e-008	1.22.2024 01:47:40.485 	3.407	3.588909e-008
1.22.2024 01:47:40.535 	3.457	8.402989e-007	1.22.2024 01:47:40.584 	3.507	2.090037e-008	1.22.2024 01:47:40.634 	3.557	3.584422e-008
1.22.2024 01:47:40.685 	3.607	8.394725e-007	1.22.2024 01:47:40.735 	3.657	2.087680e-008	1.22.2024 01:47:40.784 	3.707	3.585048e-008
1.22.2024 01:47:40.834 	3.757	8.396427e-007	1.22.2024 01:47:40.885 	3.807	2.088634e-008	1.22.2024 01:47:40.935 	3.857	3.586300e-008
