Sourcefile	20240122 135133 RI_Tuana.qmp
Exporttime	1.22.2024 01:52:41.081 

Start Time	1.22.2024 01:52:19.688 
End Time	1.22.2024 01:52:25.877 

		H2			He			Ar	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	
1.22.2024 01:52:19.688 	0.000	7.497482e-007	1.22.2024 01:52:19.737 	0.050	2.073076e-008	1.22.2024 01:52:19.788 	0.100	5.668410e-012
1.22.2024 01:52:19.838 	0.150	7.493055e-007	1.22.2024 01:52:19.888 	0.200	2.072358e-008	1.22.2024 01:52:19.937 	0.250	5.493024e-012
1.22.2024 01:52:19.987 	0.300	7.491300e-007	1.22.2024 01:52:20.038 	0.350	2.071106e-008	1.22.2024 01:52:20.088 	0.400	5.190392e-012
1.22.2024 01:52:20.136 	0.449	7.495039e-007	1.22.2024 01:52:20.186 	0.499	2.072755e-008	1.22.2024 01:52:20.238 	0.550	5.613266e-012
1.22.2024 01:52:20.288 	0.600	7.499464e-007	1.22.2024 01:52:20.337 	0.650	2.073457e-008	1.22.2024 01:52:20.387 	0.700	5.599278e-012
1.22.2024 01:52:20.438 	0.750	7.498627e-007	1.22.2024 01:52:20.488 	0.800	2.074869e-008	1.22.2024 01:52:20.538 	0.851	5.552298e-012
1.22.2024 01:52:20.589 	0.901	7.499389e-007	1.22.2024 01:52:20.639 	0.951	2.072778e-008	1.22.2024 01:52:20.688 	1.001	5.432175e-012
1.22.2024 01:52:20.738 	1.051	7.499922e-007	1.22.2024 01:52:20.789 	1.101	2.073503e-008	1.22.2024 01:52:20.839 	1.151	5.700863e-012
1.22.2024 01:52:20.889 	1.202	7.503283e-007	1.22.2024 01:52:20.940 	1.252	2.072320e-008	1.22.2024 01:52:20.990 	1.302	5.393283e-012
1.22.2024 01:52:21.040 	1.352	7.499160e-007	1.22.2024 01:52:21.090 	1.403	2.073808e-008	1.22.2024 01:52:21.141 	1.453	5.443916e-012
1.22.2024 01:52:21.191 	1.503	7.495573e-007	1.22.2024 01:52:21.240 	1.553	2.070886e-008	1.22.2024 01:52:21.290 	1.603	5.466457e-012
1.22.2024 01:52:21.341 	1.653	7.501375e-007	1.22.2024 01:52:21.392 	1.704	2.072442e-008	1.22.2024 01:52:21.441 	1.754	5.296287e-012
1.22.2024 01:52:21.491 	1.804	7.505037e-007	1.22.2024 01:52:21.542 	1.854	2.071107e-008	1.22.2024 01:52:21.592 	1.905	5.273450e-012
1.22.2024 01:52:21.642 	1.955	7.503355e-007	1.22.2024 01:52:21.693 	2.005	2.072793e-008	1.22.2024 01:52:21.743 	2.055	5.434667e-012
1.22.2024 01:52:21.793 	2.106	7.499924e-007	1.22.2024 01:52:21.843 	2.156	2.072267e-008	1.22.2024 01:52:21.895 	2.207	5.476659e-012
1.22.2024 01:52:21.944 	2.257	7.502517e-007	1.22.2024 01:52:21.994 	2.307	2.071717e-008	1.22.2024 01:52:22.045 	2.357	5.186240e-012
1.22.2024 01:52:22.095 	2.407	7.506104e-007	1.22.2024 01:52:22.144 	2.457	2.070535e-008	1.22.2024 01:52:22.195 	2.508	5.191582e-012
1.22.2024 01:52:22.246 	2.558	7.503891e-007	1.22.2024 01:52:22.296 	2.608	2.072007e-008	1.22.2024 01:52:22.345 	2.658	5.265885e-012
1.22.2024 01:52:22.396 	2.708	7.499540e-007	1.22.2024 01:52:22.446 	2.758	2.071206e-008	1.22.2024 01:52:22.496 	2.808	5.293905e-012
1.22.2024 01:52:22.545 	2.858	7.502976e-007	1.22.2024 01:52:22.595 	2.908	2.071557e-008	1.22.2024 01:52:22.647 	2.959	5.207721e-012
1.22.2024 01:52:22.696 	3.009	7.505952e-007	1.22.2024 01:52:22.746 	3.059	2.071267e-008	1.22.2024 01:52:22.797 	3.109	5.073350e-012
1.22.2024 01:52:22.847 	3.159	7.505646e-007	1.22.2024 01:52:22.896 	3.209	2.072312e-008	1.22.2024 01:52:22.946 	3.259	5.219456e-012
1.22.2024 01:52:22.998 	3.310	7.502135e-007	1.22.2024 01:52:23.048 	3.360	2.072664e-008	1.22.2024 01:52:23.098 	3.411	5.105946e-012
1.22.2024 01:52:23.149 	3.461	7.501221e-007	1.22.2024 01:52:23.199 	3.511	2.072076e-008	1.22.2024 01:52:23.248 	3.561	5.110442e-012
1.22.2024 01:52:23.298 	3.611	7.505721e-007	1.22.2024 01:52:23.350 	3.662	2.072488e-008	1.22.2024 01:52:23.400 	3.712	5.160831e-012
1.22.2024 01:52:23.449 	3.762	7.502826e-007	1.22.2024 01:52:23.500 	3.812	2.072053e-008	1.22.2024 01:52:23.550 	3.862	5.051406e-012
1.22.2024 01:52:23.600 	3.912	7.498397e-007	1.22.2024 01:52:23.649 	3.962	2.073488e-008	1.22.2024 01:52:23.699 	4.012	5.031597e-012
1.22.2024 01:52:23.750 	4.062	7.502366e-007	1.22.2024 01:52:23.800 	4.112	2.075014e-008	1.22.2024 01:52:23.849 	4.162	5.098187e-012
1.22.2024 01:52:23.900 	4.212	7.507629e-007	1.22.2024 01:52:23.951 	4.263	2.072984e-008	1.22.2024 01:52:24.000 	4.313	5.074518e-012
1.22.2024 01:52:24.050 	4.363	7.506866e-007	1.22.2024 01:52:24.101 	4.413	2.072900e-008	1.22.2024 01:52:24.152 	4.464	4.968288e-012
1.22.2024 01:52:24.201 	4.514	7.507859e-007	1.22.2024 01:52:24.252 	4.564	2.075701e-008	1.22.2024 01:52:24.302 	4.614	5.046583e-012
1.22.2024 01:52:24.352 	4.664	7.508851e-007	1.22.2024 01:52:24.401 	4.714	2.072458e-008	1.22.2024 01:52:24.453 	4.765	4.996185e-012
1.22.2024 01:52:24.503 	4.815	7.509460e-007	1.22.2024 01:52:24.552 	4.865	2.073579e-008	1.22.2024 01:52:24.602 	4.915	4.653988e-012
1.22.2024 01:52:24.653 	4.965	7.505494e-007	1.22.2024 01:52:24.703 	5.015	2.073968e-008	1.22.2024 01:52:24.752 	5.065	4.896281e-012
1.22.2024 01:52:24.802 	5.115	7.504426e-007	1.22.2024 01:52:24.853 	5.165	2.073877e-008	1.22.2024 01:52:24.904 	5.216	4.873330e-012
1.22.2024 01:52:24.953 	5.266	7.508925e-007	1.22.2024 01:52:25.004 	5.316	2.072176e-008	1.22.2024 01:52:25.054 	5.366	4.783200e-012
1.22.2024 01:52:25.104 	5.416	7.508012e-007	1.22.2024 01:52:25.153 	5.466	2.074137e-008	1.22.2024 01:52:25.205 	5.517	5.027073e-012
1.22.2024 01:52:25.255 	5.567	7.506561e-007	1.22.2024 01:52:25.304 	5.617	2.073656e-008	1.22.2024 01:52:25.354 	5.667	4.808401e-012
1.22.2024 01:52:25.405 	5.717	7.506409e-007	1.22.2024 01:52:25.456 	5.768	2.073548e-008	1.22.2024 01:52:25.505 	5.818	4.819124e-012
1.22.2024 01:52:25.555 	5.868	7.502214e-007	1.22.2024 01:52:25.606 	5.918	2.072641e-008	1.22.2024 01:52:25.656 	5.968	4.736441e-012
1.22.2024 01:52:25.706 	6.019	7.508012e-007	1.22.2024 01:52:25.757 	6.069	2.072183e-008	1.22.2024 01:52:25.807 	6.119	4.731617e-012
1.22.2024 01:52:25.856 	6.169	7.505572e-007
