Sourcefile	20240122 140006 RI_Tuana.qmp
Exporttime	1.22.2024 02:01:14.826 

Start Time	1.22.2024 02:00:52.878 
End Time	1.22.2024 02:00:59.157 

		H2			He			Ar	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	
1.22.2024 02:00:52.878 	0.000	8.248787e-007	1.22.2024 02:00:52.928 	0.050	2.057060e-008	1.22.2024 02:00:52.977 	0.100	3.463411e-008
1.22.2024 02:00:53.027 	0.150	8.248216e-007	1.22.2024 02:00:53.078 	0.200	2.057372e-008	1.22.2024 02:00:53.128 	0.250	3.462657e-008
1.22.2024 02:00:53.178 	0.301	8.243987e-007	1.22.2024 02:00:53.229 	0.351	2.055464e-008	1.22.2024 02:00:53.279 	0.401	3.461503e-008
1.22.2024 02:00:53.328 	0.451	8.248552e-007	1.22.2024 02:00:53.377 	0.500	2.058456e-008	1.22.2024 02:00:53.427 	0.550	3.460193e-008
1.22.2024 02:00:53.478 	0.600	8.248397e-007	1.22.2024 02:00:53.528 	0.650	2.058569e-008	1.22.2024 02:00:53.577 	0.700	3.462735e-008
1.22.2024 02:00:53.628 	0.750	8.248032e-007	1.22.2024 02:00:53.678 	0.800	2.057716e-008	1.22.2024 02:00:53.728 	0.850	3.460964e-008
1.22.2024 02:00:53.778 	0.901	8.245497e-007	1.22.2024 02:00:53.829 	0.951	2.057639e-008	1.22.2024 02:00:53.879 	1.001	3.464038e-008
1.22.2024 02:00:53.928 	1.051	8.251085e-007	1.22.2024 02:00:53.977 	1.100	2.056373e-008	1.22.2024 02:00:54.028 	1.150	3.461847e-008
1.22.2024 02:00:54.078 	1.200	8.247795e-007	1.22.2024 02:00:54.128 	1.251	2.061318e-008	1.22.2024 02:00:54.178 	1.301	3.462008e-008
1.22.2024 02:00:54.229 	1.351	8.248405e-007	1.22.2024 02:00:54.279 	1.401	2.059830e-008	1.22.2024 02:00:54.328 	1.451	3.464381e-008
1.22.2024 02:00:54.378 	1.501	8.254175e-007	1.22.2024 02:00:54.429 	1.551	2.060188e-008	1.22.2024 02:00:54.479 	1.601	3.464702e-008
1.22.2024 02:00:54.529 	1.652	8.254547e-007	1.22.2024 02:00:54.579 	1.702	2.060935e-008	1.22.2024 02:00:54.630 	1.752	3.462344e-008
1.22.2024 02:00:54.680 	1.802	8.252542e-007	1.22.2024 02:00:54.730 	1.853	2.061516e-008	1.22.2024 02:00:54.781 	1.903	3.463901e-008
1.22.2024 02:00:54.831 	1.953	8.248466e-007	1.22.2024 02:00:54.880 	2.003	2.058601e-008	1.22.2024 02:00:54.930 	2.053	3.465039e-008
1.22.2024 02:00:54.981 	2.103	8.253715e-007	1.22.2024 02:00:55.031 	2.153	2.059546e-008	1.22.2024 02:00:55.080 	2.203	3.464977e-008
1.22.2024 02:00:55.130 	2.253	8.256440e-007	1.22.2024 02:00:55.181 	2.303	2.062637e-008	1.22.2024 02:00:55.231 	2.353	3.466097e-008
1.22.2024 02:00:55.280 	2.403	8.252212e-007	1.22.2024 02:00:55.330 	2.453	2.062584e-008	1.22.2024 02:00:55.381 	2.503	3.463992e-008
1.22.2024 02:00:55.431 	2.553	8.250305e-007	1.22.2024 02:00:55.480 	2.603	2.062142e-008	1.22.2024 02:00:55.530 	2.653	3.467952e-008
